GLDS,Metal,ID,Description,n_pathway,observed_k,p_value,padj
GLDS-673,Cr,mmu05226,Gastric cancer - Mus musculus (house mouse),1,2,0,0
GLDS-673,Cr,mmu05417,Lipid and atherosclerosis - Mus musculus (house mouse),1,1,0.002,0.009130434782608696
GLDS-673,Cu,mmu00071,Fatty acid degradation - Mus musculus (house mouse),1,2,0,0
GLDS-673,Cu,mmu00561,Glycerolipid metabolism - Mus musculus (house mouse),1,1,0.009,0.026999999999999996
GLDS-673,Cu,mmu00790,Folate biosynthesis - Mus musculus (house mouse),1,1,0.005,0.02625
GLDS-673,Cu,mmu04010,MAPK signaling pathway - Mus musculus (house mouse),1,1,0.011,0.029615384615384616
GLDS-673,Cu,mmu04022,cGMP-PKG signaling pathway - Mus musculus (house mouse),1,1,0.014,0.034186046511627904
GLDS-673,Cu,mmu04060,Cytokine-cytokine receptor interaction - Mus musculus (house mouse),1,3,0,0
GLDS-673,Cu,mmu04080,Neuroactive ligand-receptor interaction - Mus musculus (house mouse),1,3,0,0
GLDS-673,Cu,mmu04137,Mitophagy - animal - Mus musculus (house mouse),1,2,0,0
GLDS-673,Cu,mmu04146,Peroxisome - Mus musculus (house mouse),1,1,0.009,0.026999999999999996
GLDS-673,Cu,mmu04151,PI3K-Akt signaling pathway - Mus musculus (house mouse),1,2,0,0
GLDS-673,Cu,mmu04152,AMPK signaling pathway - Mus musculus (house mouse),1,2,0,0
GLDS-673,Cu,mmu04211,Longevity regulating pathway - Mus musculus (house mouse),1,1,0.008,0.026999999999999996
GLDS-673,Cu,mmu04260,Cardiac muscle contraction - Mus musculus (house mouse),1,1,0.007,0.026999999999999996
GLDS-673,Cu,mmu04310,Wnt signaling pathway - Mus musculus (house mouse),1,1,0.014,0.034186046511627904
GLDS-673,Cu,mmu04390,Hippo signaling pathway - Mus musculus (house mouse),1,1,0.007,0.026999999999999996
GLDS-673,Cu,mmu04510,Focal adhesion - Mus musculus (house mouse),1,1,0.009,0.026999999999999996
GLDS-673,Cu,mmu04517,IgSF CAM signaling - Mus musculus (house mouse),1,1,0.01,0.028378378378378376
GLDS-673,Cu,mmu04621,NOD-like receptor signaling pathway - Mus musculus (house mouse),1,2,0,0
GLDS-673,Cu,mmu04657,IL-17 signaling pathway - Mus musculus (house mouse),1,1,0.01,0.028378378378378376
GLDS-673,Cu,mmu04722,Neurotrophin signaling pathway - Mus musculus (house mouse),1,2,0,0
GLDS-673,Cu,mmu04726,Serotonergic synapse - Mus musculus (house mouse),1,2,0,0
GLDS-673,Cu,mmu04810,Regulation of actin cytoskeleton - Mus musculus (house mouse),1,1,0.009,0.026999999999999996
GLDS-673,Cu,mmu04814,Motor proteins - Mus musculus (house mouse),1,1,0.005,0.02625
GLDS-673,Cu,mmu04820,Cytoskeleton in muscle cells - Mus musculus (house mouse),1,1,0.008,0.026999999999999996
GLDS-673,Cu,mmu04925,Aldosterone synthesis and secretion - Mus musculus (house mouse),1,1,0.007,0.026999999999999996
GLDS-673,Cu,mmu04928,"Parathyroid hormone synthesis, secretion and action - Mus musculus (house mouse)",1,1,0.012,0.030731707317073174
GLDS-673,Cu,mmu04932,Non-alcoholic fatty liver disease - Mus musculus (house mouse),1,1,0.007,0.026999999999999996
GLDS-673,Cu,mmu05020,Prion disease - Mus musculus (house mouse),1,2,0,0
GLDS-673,Cu,mmu05135,Yersinia infection - Mus musculus (house mouse),1,1,0.007,0.026999999999999996
GLDS-673,Cu,mmu05146,Amoebiasis - Mus musculus (house mouse),1,1,0.011,0.029615384615384616
GLDS-673,Cu,mmu05161,Hepatitis B - Mus musculus (house mouse),1,1,0.007,0.026999999999999996
GLDS-673,Cu,mmu05166,Human T-cell leukemia virus 1 infection - Mus musculus (house mouse),1,5,0,0
GLDS-673,Cu,mmu05167,Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse),1,4,0,0
GLDS-673,Cu,mmu05171,Coronavirus disease - COVID-19 - Mus musculus (house mouse),1,2,0,0
GLDS-673,Cu,mmu05203,Viral carcinogenesis - Mus musculus (house mouse),1,4,0,0
GLDS-673,Cu,mmu05205,Proteoglycans in cancer - Mus musculus (house mouse),1,1,0.012,0.030731707317073174
GLDS-673,Cu,mmu05206,MicroRNAs in cancer - Mus musculus (house mouse),1,2,0,0
GLDS-673,Cu,mmu05210,Colorectal cancer - Mus musculus (house mouse),1,1,0.005,0.02625
GLDS-673,Cu,mmu05214,Glioma - Mus musculus (house mouse),1,1,0.009,0.026999999999999996
GLDS-673,Cu,mmu05215,Prostate cancer - Mus musculus (house mouse),1,1,0.008,0.026999999999999996
GLDS-673,Cu,mmu05224,Breast cancer - Mus musculus (house mouse),1,1,0.006,0.026999999999999996
GLDS-673,Cu,mmu05226,Gastric cancer - Mus musculus (house mouse),1,2,0,0
GLDS-673,Cu,mmu05417,Lipid and atherosclerosis - Mus musculus (house mouse),1,2,0,0
GLDS-673,Fe,mmu04066,HIF-1 signaling pathway - Mus musculus (house mouse),1,1,0.001,0.021
GLDS-673,Fe,mmu04152,AMPK signaling pathway - Mus musculus (house mouse),1,1,0,0
GLDS-673,Fe,mmu04350,TGF-beta signaling pathway - Mus musculus (house mouse),1,1,0,0
GLDS-673,Fe,mmu04530,Tight junction - Mus musculus (house mouse),1,1,0,0
GLDS-673,Fe,mmu05146,Amoebiasis - Mus musculus (house mouse),1,1,0.001,0.021
GLDS-673,Li,mmu04658,Th1 and Th2 cell differentiation - Mus musculus (house mouse),1,1,0,0
GLDS-673,Li,mmu05166,Human T-cell leukemia virus 1 infection - Mus musculus (house mouse),1,1,0,0
GLDS-673,Li,mmu05206,MicroRNAs in cancer - Mus musculus (house mouse),1,1,0,0
GLDS-673,Li,mmu05226,Gastric cancer - Mus musculus (house mouse),1,1,0,0
GLDS-673,Ni,mmu00071,Fatty acid degradation - Mus musculus (house mouse),1,2,0,0
GLDS-673,Ni,mmu00280,"Valine, leucine and isoleucine degradation - Mus musculus (house mouse)",1,1,0.007,0.019342105263157893
GLDS-673,Ni,mmu00520,Amino sugar and nucleotide sugar metabolism - Mus musculus (house mouse),1,1,0.01,0.020588235294117647
GLDS-673,Ni,mmu00561,Glycerolipid metabolism - Mus musculus (house mouse),1,1,0.009,0.0196875
GLDS-673,Ni,mmu00760,Nicotinate and nicotinamide metabolism - Mus musculus (house mouse),1,1,0.006,0.017499999999999998
GLDS-673,Ni,mmu00790,Folate biosynthesis - Mus musculus (house mouse),1,1,0.007,0.019342105263157893
GLDS-673,Ni,mmu04010,MAPK signaling pathway - Mus musculus (house mouse),1,3,0,0
GLDS-673,Ni,mmu04020,Calcium signaling pathway - Mus musculus (house mouse),1,1,0.005,0.016935483870967744
GLDS-673,Ni,mmu04022,cGMP-PKG signaling pathway - Mus musculus (house mouse),1,1,0.008,0.0196875
GLDS-673,Ni,mmu04060,Cytokine-cytokine receptor interaction - Mus musculus (house mouse),1,4,0,0
GLDS-673,Ni,mmu04066,HIF-1 signaling pathway - Mus musculus (house mouse),1,1,0.009,0.0196875
GLDS-673,Ni,mmu04068,FoxO signaling pathway - Mus musculus (house mouse),1,1,0.009,0.0196875
GLDS-673,Ni,mmu04080,Neuroactive ligand-receptor interaction - Mus musculus (house mouse),1,1,0.009,0.0196875
GLDS-673,Ni,mmu04081,Hormone signaling - Mus musculus (house mouse),1,1,0.005,0.016935483870967744
GLDS-673,Ni,mmu04137,Mitophagy - animal - Mus musculus (house mouse),1,1,0.01,0.020588235294117647
GLDS-673,Ni,mmu04142,Lysosome - Mus musculus (house mouse),1,1,0.01,0.020588235294117647
GLDS-673,Ni,mmu04146,Peroxisome - Mus musculus (house mouse),1,1,0.003,0.014318181818181818
GLDS-673,Ni,mmu04151,PI3K-Akt signaling pathway - Mus musculus (house mouse),1,4,0,0
GLDS-673,Ni,mmu04152,AMPK signaling pathway - Mus musculus (house mouse),1,3,0,0
GLDS-673,Ni,mmu04211,Longevity regulating pathway - Mus musculus (house mouse),1,2,0,0
GLDS-673,Ni,mmu04260,Cardiac muscle contraction - Mus musculus (house mouse),1,1,0.005,0.016935483870967744
GLDS-673,Ni,mmu04310,Wnt signaling pathway - Mus musculus (house mouse),1,1,0.006,0.017499999999999998
GLDS-673,Ni,mmu04380,Osteoclast differentiation - Mus musculus (house mouse),1,3,0,0
GLDS-673,Ni,mmu04510,Focal adhesion - Mus musculus (house mouse),1,1,0.005,0.016935483870967744
GLDS-673,Ni,mmu04520,Adherens junction - Mus musculus (house mouse),1,1,0.006,0.017499999999999998
GLDS-673,Ni,mmu04611,Platelet activation - Mus musculus (house mouse),1,1,0.004,0.016935483870967744
GLDS-673,Ni,mmu04621,NOD-like receptor signaling pathway - Mus musculus (house mouse),1,3,0,0
GLDS-673,Ni,mmu04657,IL-17 signaling pathway - Mus musculus (house mouse),1,1,0.008,0.0196875
GLDS-673,Ni,mmu04658,Th1 and Th2 cell differentiation - Mus musculus (house mouse),1,2,0,0
GLDS-673,Ni,mmu04670,Leukocyte transendothelial migration - Mus musculus (house mouse),1,1,0.006,0.017499999999999998
GLDS-673,Ni,mmu04722,Neurotrophin signaling pathway - Mus musculus (house mouse),1,1,0.009,0.0196875
GLDS-673,Ni,mmu04726,Serotonergic synapse - Mus musculus (house mouse),1,1,0.008,0.0196875
GLDS-673,Ni,mmu04810,Regulation of actin cytoskeleton - Mus musculus (house mouse),1,3,0,0
GLDS-673,Ni,mmu04814,Motor proteins - Mus musculus (house mouse),1,1,0.006,0.017499999999999998
GLDS-673,Ni,mmu04820,Cytoskeleton in muscle cells - Mus musculus (house mouse),1,1,0.002,0.01
GLDS-673,Ni,mmu04910,Insulin signaling pathway - Mus musculus (house mouse),1,1,0.005,0.016935483870967744
GLDS-673,Ni,mmu04932,Non-alcoholic fatty liver disease - Mus musculus (house mouse),1,1,0.009,0.0196875
GLDS-673,Ni,mmu05020,Prion disease - Mus musculus (house mouse),1,2,0,0
GLDS-673,Ni,mmu05135,Yersinia infection - Mus musculus (house mouse),1,2,0,0
GLDS-673,Ni,mmu05161,Hepatitis B - Mus musculus (house mouse),1,1,0.005,0.016935483870967744
GLDS-673,Ni,mmu05166,Human T-cell leukemia virus 1 infection - Mus musculus (house mouse),1,3,0,0
GLDS-673,Ni,mmu05167,Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse),1,2,0,0
GLDS-673,Ni,mmu05171,Coronavirus disease - COVID-19 - Mus musculus (house mouse),1,4,0,0
GLDS-673,Ni,mmu05203,Viral carcinogenesis - Mus musculus (house mouse),1,2,0,0
GLDS-673,Ni,mmu05205,Proteoglycans in cancer - Mus musculus (house mouse),1,1,0.005,0.016935483870967744
GLDS-673,Ni,mmu05206,MicroRNAs in cancer - Mus musculus (house mouse),1,1,0.005,0.016935483870967744
GLDS-673,Ni,mmu05210,Colorectal cancer - Mus musculus (house mouse),1,1,0.012,0.02423076923076923
GLDS-673,Ni,mmu05214,Glioma - Mus musculus (house mouse),1,1,0.009,0.0196875
GLDS-673,Ni,mmu05215,Prostate cancer - Mus musculus (house mouse),1,2,0,0
GLDS-673,Ni,mmu05224,Breast cancer - Mus musculus (house mouse),1,2,0,0
GLDS-673,Ni,mmu05226,Gastric cancer - Mus musculus (house mouse),1,2,0,0
GLDS-673,Ni,mmu05417,Lipid and atherosclerosis - Mus musculus (house mouse),1,2,0,0
GLDS-673,Pb,mmu00240,Pyrimidine metabolism - Mus musculus (house mouse),1,1,0,0
GLDS-673,Pb,mmu00280,"Valine, leucine and isoleucine degradation - Mus musculus (house mouse)",1,1,0.001,0.011666666666666665
GLDS-673,Pb,mmu00650,Butanoate metabolism - Mus musculus (house mouse),1,1,0,0
GLDS-673,Pb,mmu04060,Cytokine-cytokine receptor interaction - Mus musculus (house mouse),1,1,0,0
GLDS-673,Pb,mmu04066,HIF-1 signaling pathway - Mus musculus (house mouse),1,1,0,0
GLDS-673,Pb,mmu04151,PI3K-Akt signaling pathway - Mus musculus (house mouse),1,1,0.001,0.011666666666666665
GLDS-673,Pb,mmu04152,AMPK signaling pathway - Mus musculus (house mouse),1,1,0.001,0.011666666666666665
GLDS-673,Pb,mmu04932,Non-alcoholic fatty liver disease - Mus musculus (house mouse),1,1,0,0
GLDS-673,Pb,mmu05171,Coronavirus disease - COVID-19 - Mus musculus (house mouse),1,1,0.001,0.011666666666666665
GLDS-673,Zn,mmu00071,Fatty acid degradation - Mus musculus (house mouse),1,2,0,0
GLDS-673,Zn,mmu00280,"Valine, leucine and isoleucine degradation - Mus musculus (house mouse)",1,1,0.002,0.009545454545454544
GLDS-673,Zn,mmu00561,Glycerolipid metabolism - Mus musculus (house mouse),1,1,0.001,0.0061764705882352946
GLDS-673,Zn,mmu00790,Folate biosynthesis - Mus musculus (house mouse),1,1,0.001,0.0061764705882352946
GLDS-673,Zn,mmu04010,MAPK signaling pathway - Mus musculus (house mouse),1,1,0.007,0.0245
GLDS-673,Zn,mmu04060,Cytokine-cytokine receptor interaction - Mus musculus (house mouse),1,2,0,0
GLDS-673,Zn,mmu04137,Mitophagy - animal - Mus musculus (house mouse),1,1,0,0
GLDS-673,Zn,mmu04146,Peroxisome - Mus musculus (house mouse),1,1,0.001,0.0061764705882352946
GLDS-673,Zn,mmu04151,PI3K-Akt signaling pathway - Mus musculus (house mouse),1,1,0.001,0.0061764705882352946
GLDS-673,Zn,mmu04152,AMPK signaling pathway - Mus musculus (house mouse),1,2,0,0
GLDS-673,Zn,mmu04211,Longevity regulating pathway - Mus musculus (house mouse),1,1,0.004,0.016153846153846154
GLDS-673,Zn,mmu04260,Cardiac muscle contraction - Mus musculus (house mouse),1,1,0.003,0.0126
GLDS-673,Zn,mmu04310,Wnt signaling pathway - Mus musculus (house mouse),1,1,0.001,0.0061764705882352946
GLDS-673,Zn,mmu04722,Neurotrophin signaling pathway - Mus musculus (house mouse),1,1,0.002,0.009545454545454544
GLDS-673,Zn,mmu04726,Serotonergic synapse - Mus musculus (house mouse),1,2,0,0
GLDS-673,Zn,mmu04932,Non-alcoholic fatty liver disease - Mus musculus (house mouse),1,1,0.002,0.009545454545454544
GLDS-673,Zn,mmu04971,Gastric acid secretion - Mus musculus (house mouse),1,1,0.001,0.0061764705882352946
GLDS-673,Zn,mmu05020,Prion disease - Mus musculus (house mouse),1,1,0,0
GLDS-673,Zn,mmu05161,Hepatitis B - Mus musculus (house mouse),1,1,0.005,0.01810344827586207
GLDS-673,Zn,mmu05166,Human T-cell leukemia virus 1 infection - Mus musculus (house mouse),1,1,0.002,0.009545454545454544
GLDS-673,Zn,mmu05167,Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse),1,1,0.005,0.01810344827586207
GLDS-673,Zn,mmu05203,Viral carcinogenesis - Mus musculus (house mouse),1,1,0,0
GLDS-673,Zn,mmu05205,Proteoglycans in cancer - Mus musculus (house mouse),1,1,0.001,0.0061764705882352946
GLDS-673,Zn,mmu05206,MicroRNAs in cancer - Mus musculus (house mouse),1,1,0.003,0.0126
GLDS-673,Zn,mmu05210,Colorectal cancer - Mus musculus (house mouse),1,1,0.002,0.009545454545454544
GLDS-673,Zn,mmu05214,Glioma - Mus musculus (house mouse),1,1,0.001,0.0061764705882352946
GLDS-673,Zn,mmu05215,Prostate cancer - Mus musculus (house mouse),1,1,0.005,0.01810344827586207
