GLDS,Metal,ID,Description,n_pathway,observed_k,p_value,padj
GLDS-248,Cr,mmu00010,Glycolysis / Gluconeogenesis - Mus musculus (house mouse),1,1,0.006,0.017230769230769234
GLDS-248,Cr,mmu00030,Pentose phosphate pathway - Mus musculus (house mouse),1,1,0.006,0.017230769230769234
GLDS-248,Cr,mmu00051,Fructose and mannose metabolism - Mus musculus (house mouse),1,1,0.003,0.01476923076923077
GLDS-248,Cr,mmu00071,Fatty acid degradation - Mus musculus (house mouse),1,2,0,0
GLDS-248,Cr,mmu00100,Steroid biosynthesis - Mus musculus (house mouse),1,1,0.01,0.022857142857142857
GLDS-248,Cr,mmu00140,Steroid hormone biosynthesis - Mus musculus (house mouse),1,3,0,0
GLDS-248,Cr,mmu00561,Glycerolipid metabolism - Mus musculus (house mouse),1,1,0.007,0.017230769230769234
GLDS-248,Cr,mmu00590,Arachidonic acid metabolism - Mus musculus (house mouse),1,4,0,0
GLDS-248,Cr,mmu00830,Retinol metabolism - Mus musculus (house mouse),1,5,0,0
GLDS-248,Cr,mmu03008,Ribosome biogenesis in eukaryotes - Mus musculus (house mouse),1,1,0.006,0.017230769230769234
GLDS-248,Cr,mmu03010,Ribosome - Mus musculus (house mouse),1,1,0.006,0.017230769230769234
GLDS-248,Cr,mmu03320,PPAR signaling pathway - Mus musculus (house mouse),1,1,0.007,0.017230769230769234
GLDS-248,Cr,mmu04066,HIF-1 signaling pathway - Mus musculus (house mouse),1,1,0.008,0.018962962962962963
GLDS-248,Cr,mmu04110,Cell cycle - Mus musculus (house mouse),1,1,0.006,0.017230769230769234
GLDS-248,Cr,mmu04140,Autophagy - animal - Mus musculus (house mouse),1,1,0.007,0.017230769230769234
GLDS-248,Cr,mmu04145,Phagosome - Mus musculus (house mouse),1,11,0,0
GLDS-248,Cr,mmu04146,Peroxisome - Mus musculus (house mouse),1,1,0.004,0.017066666666666667
GLDS-248,Cr,mmu04211,Longevity regulating pathway - Mus musculus (house mouse),1,1,0.006,0.017230769230769234
GLDS-248,Cr,mmu04270,Vascular smooth muscle contraction - Mus musculus (house mouse),1,1,0.004,0.017066666666666667
GLDS-248,Cr,mmu04610,Complement and coagulation cascades - Mus musculus (house mouse),1,1,0.001,0.005818181818181819
GLDS-248,Cr,mmu04814,Motor proteins - Mus musculus (house mouse),1,2,0,0
GLDS-248,Cr,mmu05010,Alzheimer disease - Mus musculus (house mouse),1,1,0.006,0.017230769230769234
GLDS-248,Cr,mmu05012,Parkinson disease - Mus musculus (house mouse),1,2,0,0
GLDS-248,Cr,mmu05014,Amyotrophic lateral sclerosis - Mus musculus (house mouse),1,3,0,0
GLDS-248,Cr,mmu05020,Prion disease - Mus musculus (house mouse),1,1,0.002,0.010666666666666666
GLDS-248,Cr,mmu05162,Measles - Mus musculus (house mouse),1,2,0,0
GLDS-248,Cr,mmu05322,Systemic lupus erythematosus - Mus musculus (house mouse),1,4,0,0
GLDS-248,Cr,mmu05415,Diabetic cardiomyopathy - Mus musculus (house mouse),1,1,0.007,0.017230769230769234
GLDS-248,Cu,mmu00010,Glycolysis / Gluconeogenesis - Mus musculus (house mouse),1,1,0.005,0.01230769230769231
GLDS-248,Cu,mmu00020,Citrate cycle (TCA cycle) - Mus musculus (house mouse),1,1,0.007,0.014451612903225806
GLDS-248,Cu,mmu00051,Fructose and mannose metabolism - Mus musculus (house mouse),1,1,0.011,0.021333333333333333
GLDS-248,Cu,mmu00071,Fatty acid degradation - Mus musculus (house mouse),1,2,0,0
GLDS-248,Cu,mmu00100,Steroid biosynthesis - Mus musculus (house mouse),1,1,0.007,0.014451612903225806
GLDS-248,Cu,mmu00140,Steroid hormone biosynthesis - Mus musculus (house mouse),1,10,0,0
GLDS-248,Cu,mmu00190,Oxidative phosphorylation - Mus musculus (house mouse),1,1,0.007,0.014451612903225806
GLDS-248,Cu,mmu00561,Glycerolipid metabolism - Mus musculus (house mouse),1,1,0.004,0.011130434782608696
GLDS-248,Cu,mmu00590,Arachidonic acid metabolism - Mus musculus (house mouse),1,5,0,0
GLDS-248,Cu,mmu00620,Pyruvate metabolism - Mus musculus (house mouse),1,2,0,0
GLDS-248,Cu,mmu00830,Retinol metabolism - Mus musculus (house mouse),1,10,0,0
GLDS-248,Cu,mmu03320,PPAR signaling pathway - Mus musculus (house mouse),1,2,0,0
GLDS-248,Cu,mmu04110,Cell cycle - Mus musculus (house mouse),1,1,0.006,0.014222222222222221
GLDS-248,Cu,mmu04140,Autophagy - animal - Mus musculus (house mouse),1,3,0,0
GLDS-248,Cu,mmu04145,Phagosome - Mus musculus (house mouse),1,6,0,0
GLDS-248,Cu,mmu04146,Peroxisome - Mus musculus (house mouse),1,1,0.005,0.01230769230769231
GLDS-248,Cu,mmu04152,AMPK signaling pathway - Mus musculus (house mouse),1,2,0,0
GLDS-248,Cu,mmu04211,Longevity regulating pathway - Mus musculus (house mouse),1,1,0.007,0.014451612903225806
GLDS-248,Cu,mmu04512,ECM-receptor interaction - Mus musculus (house mouse),1,1,0.008,0.016
GLDS-248,Cu,mmu04610,Complement and coagulation cascades - Mus musculus (house mouse),1,2,0,0
GLDS-248,Cu,mmu04714,Thermogenesis - Mus musculus (house mouse),1,1,0.002,0.007111111111111111
GLDS-248,Cu,mmu04814,Motor proteins - Mus musculus (house mouse),1,1,0.004,0.011130434782608696
GLDS-248,Cu,mmu04820,Cytoskeleton in muscle cells - Mus musculus (house mouse),1,1,0.005,0.01230769230769231
GLDS-248,Cu,mmu04932,Non-alcoholic fatty liver disease - Mus musculus (house mouse),1,1,0.004,0.011130434782608696
GLDS-248,Cu,mmu04936,Alcoholic liver disease - Mus musculus (house mouse),1,3,0,0
GLDS-248,Cu,mmu05010,Alzheimer disease - Mus musculus (house mouse),1,2,0,0
GLDS-248,Cu,mmu05012,Parkinson disease - Mus musculus (house mouse),1,3,0,0
GLDS-248,Cu,mmu05014,Amyotrophic lateral sclerosis - Mus musculus (house mouse),1,3,0,0
GLDS-248,Cu,mmu05020,Prion disease - Mus musculus (house mouse),1,2,0,0
GLDS-248,Cu,mmu05162,Measles - Mus musculus (house mouse),1,2,0,0
GLDS-248,Cu,mmu05208,Chemical carcinogenesis - reactive oxygen species - Mus musculus (house mouse),1,3,0,0
GLDS-248,Cu,mmu05322,Systemic lupus erythematosus - Mus musculus (house mouse),1,1,0.004,0.011130434782608696
GLDS-248,Cu,mmu05415,Diabetic cardiomyopathy - Mus musculus (house mouse),1,1,0.004,0.011130434782608696
GLDS-248,Fe,mmu00071,Fatty acid degradation - Mus musculus (house mouse),1,1,0,0
GLDS-248,Fe,mmu00590,Arachidonic acid metabolism - Mus musculus (house mouse),1,1,0,0
GLDS-248,Fe,mmu00830,Retinol metabolism - Mus musculus (house mouse),1,1,0,0
GLDS-248,Fe,mmu03320,PPAR signaling pathway - Mus musculus (house mouse),1,2,0,0
GLDS-248,Fe,mmu04066,HIF-1 signaling pathway - Mus musculus (house mouse),1,1,0.001,0.008
GLDS-248,Fe,mmu04152,AMPK signaling pathway - Mus musculus (house mouse),1,1,0,0
GLDS-248,Fe,mmu04270,Vascular smooth muscle contraction - Mus musculus (house mouse),1,1,0.001,0.008
GLDS-248,Fe,mmu04936,Alcoholic liver disease - Mus musculus (house mouse),1,1,0.001,0.008
GLDS-248,Li,mmu04145,Phagosome - Mus musculus (house mouse),1,1,0,0
GLDS-248,Li,mmu04672,Intestinal immune network for IgA production - Mus musculus (house mouse),1,1,0,0
GLDS-248,Li,mmu05310,Asthma - Mus musculus (house mouse),1,1,0,0
GLDS-248,Li,mmu05322,Systemic lupus erythematosus - Mus musculus (house mouse),1,1,0,0
GLDS-248,Ni,mmu00010,Glycolysis / Gluconeogenesis - Mus musculus (house mouse),1,3,0,0
GLDS-248,Ni,mmu00030,Pentose phosphate pathway - Mus musculus (house mouse),1,3,0,0
GLDS-248,Ni,mmu00051,Fructose and mannose metabolism - Mus musculus (house mouse),1,2,0,0
GLDS-248,Ni,mmu00071,Fatty acid degradation - Mus musculus (house mouse),1,3,0,0
GLDS-248,Ni,mmu00100,Steroid biosynthesis - Mus musculus (house mouse),1,1,0.008,0.013714285714285712
GLDS-248,Ni,mmu00140,Steroid hormone biosynthesis - Mus musculus (house mouse),1,4,0,0
GLDS-248,Ni,mmu00190,Oxidative phosphorylation - Mus musculus (house mouse),1,1,0.004,0.011130434782608696
GLDS-248,Ni,mmu00280,"Valine, leucine and isoleucine degradation - Mus musculus (house mouse)",1,1,0.005,0.011428571428571429
GLDS-248,Ni,mmu00561,Glycerolipid metabolism - Mus musculus (house mouse),1,1,0.009,0.013714285714285712
GLDS-248,Ni,mmu00590,Arachidonic acid metabolism - Mus musculus (house mouse),1,5,0,0
GLDS-248,Ni,mmu00620,Pyruvate metabolism - Mus musculus (house mouse),1,1,0.005,0.011428571428571429
GLDS-248,Ni,mmu00830,Retinol metabolism - Mus musculus (house mouse),1,7,0,0
GLDS-248,Ni,mmu03320,PPAR signaling pathway - Mus musculus (house mouse),1,4,0,0
GLDS-248,Ni,mmu04066,HIF-1 signaling pathway - Mus musculus (house mouse),1,1,0.009,0.013714285714285712
GLDS-248,Ni,mmu04081,Hormone signaling - Mus musculus (house mouse),1,1,0.005,0.011428571428571429
GLDS-248,Ni,mmu04110,Cell cycle - Mus musculus (house mouse),1,1,0.009,0.013714285714285712
GLDS-248,Ni,mmu04140,Autophagy - animal - Mus musculus (house mouse),1,1,0.006,0.012
GLDS-248,Ni,mmu04145,Phagosome - Mus musculus (house mouse),1,4,0,0
GLDS-248,Ni,mmu04146,Peroxisome - Mus musculus (house mouse),1,1,0.009,0.013714285714285712
GLDS-248,Ni,mmu04152,AMPK signaling pathway - Mus musculus (house mouse),1,3,0,0
GLDS-248,Ni,mmu04211,Longevity regulating pathway - Mus musculus (house mouse),1,2,0,0
GLDS-248,Ni,mmu04213,Longevity regulating pathway - multiple species - Mus musculus (house mouse),1,1,0.003,0.008727272727272728
GLDS-248,Ni,mmu04270,Vascular smooth muscle contraction - Mus musculus (house mouse),1,1,0.005,0.011428571428571429
GLDS-248,Ni,mmu04610,Complement and coagulation cascades - Mus musculus (house mouse),1,3,0,0
GLDS-248,Ni,mmu04672,Intestinal immune network for IgA production - Mus musculus (house mouse),1,1,0.007,0.012444444444444444
GLDS-248,Ni,mmu04714,Thermogenesis - Mus musculus (house mouse),1,1,0.007,0.012444444444444444
GLDS-248,Ni,mmu04814,Motor proteins - Mus musculus (house mouse),1,1,0.005,0.011428571428571429
GLDS-248,Ni,mmu04820,Cytoskeleton in muscle cells - Mus musculus (house mouse),1,1,0.007,0.012444444444444444
GLDS-248,Ni,mmu04910,Insulin signaling pathway - Mus musculus (house mouse),1,1,0.006,0.012
GLDS-248,Ni,mmu04920,Adipocytokine signaling pathway - Mus musculus (house mouse),1,1,0.006,0.012
GLDS-248,Ni,mmu04923,Regulation of lipolysis in adipocytes - Mus musculus (house mouse),1,1,0.006,0.012
GLDS-248,Ni,mmu04932,Non-alcoholic fatty liver disease - Mus musculus (house mouse),1,1,0.003,0.008727272727272728
GLDS-248,Ni,mmu04936,Alcoholic liver disease - Mus musculus (house mouse),1,4,0,0
GLDS-248,Ni,mmu05010,Alzheimer disease - Mus musculus (house mouse),1,2,0,0
GLDS-248,Ni,mmu05012,Parkinson disease - Mus musculus (house mouse),1,3,0,0
GLDS-248,Ni,mmu05014,Amyotrophic lateral sclerosis - Mus musculus (house mouse),1,2,0,0
GLDS-248,Ni,mmu05020,Prion disease - Mus musculus (house mouse),1,2,0,0
GLDS-248,Ni,mmu05162,Measles - Mus musculus (house mouse),1,1,0.007,0.012444444444444444
GLDS-248,Ni,mmu05208,Chemical carcinogenesis - reactive oxygen species - Mus musculus (house mouse),1,4,0,0
GLDS-248,Ni,mmu05310,Asthma - Mus musculus (house mouse),1,1,0.009,0.013714285714285712
GLDS-248,Ni,mmu05322,Systemic lupus erythematosus - Mus musculus (house mouse),1,3,0,0
GLDS-248,Ni,mmu05415,Diabetic cardiomyopathy - Mus musculus (house mouse),1,2,0,0
GLDS-248,P,mmu05415,Diabetic cardiomyopathy - Mus musculus (house mouse),1,1,0,0
GLDS-248,Pb,mmu00100,Steroid biosynthesis - Mus musculus (house mouse),1,1,0,0
GLDS-248,Pb,mmu00280,"Valine, leucine and isoleucine degradation - Mus musculus (house mouse)",1,1,0.001,0.0064
GLDS-248,Pb,mmu00650,Butanoate metabolism - Mus musculus (house mouse),1,1,0.001,0.0064
GLDS-248,Pb,mmu00830,Retinol metabolism - Mus musculus (house mouse),1,1,0.001,0.0064
GLDS-248,Pb,mmu03320,PPAR signaling pathway - Mus musculus (house mouse),1,1,0.001,0.0064
GLDS-248,Pb,mmu04066,HIF-1 signaling pathway - Mus musculus (house mouse),1,1,0.001,0.0064
GLDS-248,Pb,mmu04152,AMPK signaling pathway - Mus musculus (house mouse),1,1,0.001,0.0064
GLDS-248,Pb,mmu04610,Complement and coagulation cascades - Mus musculus (house mouse),1,1,0,0
GLDS-248,Pb,mmu04932,Non-alcoholic fatty liver disease - Mus musculus (house mouse),1,1,0.001,0.0064
GLDS-248,Pb,mmu04936,Alcoholic liver disease - Mus musculus (house mouse),1,1,0,0
GLDS-248,Zn,mmu00010,Glycolysis / Gluconeogenesis - Mus musculus (house mouse),1,1,0.001,0.0035555555555555553
GLDS-248,Zn,mmu00051,Fructose and mannose metabolism - Mus musculus (house mouse),1,2,0,0
GLDS-248,Zn,mmu00071,Fatty acid degradation - Mus musculus (house mouse),1,3,0,0
GLDS-248,Zn,mmu00140,Steroid hormone biosynthesis - Mus musculus (house mouse),1,5,0,0
GLDS-248,Zn,mmu00190,Oxidative phosphorylation - Mus musculus (house mouse),1,1,0.003,0.008
GLDS-248,Zn,mmu00280,"Valine, leucine and isoleucine degradation - Mus musculus (house mouse)",1,1,0.001,0.0035555555555555553
GLDS-248,Zn,mmu00561,Glycerolipid metabolism - Mus musculus (house mouse),1,2,0,0
GLDS-248,Zn,mmu00590,Arachidonic acid metabolism - Mus musculus (house mouse),1,4,0,0
GLDS-248,Zn,mmu00620,Pyruvate metabolism - Mus musculus (house mouse),1,1,0,0
GLDS-248,Zn,mmu00830,Retinol metabolism - Mus musculus (house mouse),1,6,0,0
GLDS-248,Zn,mmu03320,PPAR signaling pathway - Mus musculus (house mouse),1,4,0,0
GLDS-248,Zn,mmu04110,Cell cycle - Mus musculus (house mouse),1,1,0.003,0.008
GLDS-248,Zn,mmu04146,Peroxisome - Mus musculus (house mouse),1,1,0,0
GLDS-248,Zn,mmu04152,AMPK signaling pathway - Mus musculus (house mouse),1,2,0,0
GLDS-248,Zn,mmu04211,Longevity regulating pathway - Mus musculus (house mouse),1,1,0.004,0.009846153846153846
GLDS-248,Zn,mmu04270,Vascular smooth muscle contraction - Mus musculus (house mouse),1,1,0.002,0.0064
GLDS-248,Zn,mmu04714,Thermogenesis - Mus musculus (house mouse),1,1,0.001,0.0035555555555555553
GLDS-248,Zn,mmu04932,Non-alcoholic fatty liver disease - Mus musculus (house mouse),1,1,0.004,0.009846153846153846
GLDS-248,Zn,mmu04936,Alcoholic liver disease - Mus musculus (house mouse),1,3,0,0
GLDS-248,Zn,mmu05010,Alzheimer disease - Mus musculus (house mouse),1,1,0.003,0.008
GLDS-248,Zn,mmu05012,Parkinson disease - Mus musculus (house mouse),1,2,0,0
GLDS-248,Zn,mmu05014,Amyotrophic lateral sclerosis - Mus musculus (house mouse),1,2,0,0
GLDS-248,Zn,mmu05020,Prion disease - Mus musculus (house mouse),1,1,0.003,0.008
GLDS-248,Zn,mmu05162,Measles - Mus musculus (house mouse),1,1,0,0
GLDS-248,Zn,mmu05208,Chemical carcinogenesis - reactive oxygen species - Mus musculus (house mouse),1,2,0,0
GLDS-248,Zn,mmu05415,Diabetic cardiomyopathy - Mus musculus (house mouse),1,1,0.002,0.0064
