GLDS,Metal,ID,Description,n_pathway,observed_k,p_value,padj
GLDS-589,Cd,mmu00982,Drug metabolism - cytochrome P450 - Mus musculus (house mouse),1,5,0,0
GLDS-589,Cd,mmu00983,Drug metabolism - other enzymes - Mus musculus (house mouse),1,7,0,0
GLDS-589,Cd,mmu03010,Ribosome - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cd,mmu03040,Spliceosome - Mus musculus (house mouse),1,1,0.01,0.022571428571428572
GLDS-589,Cd,mmu04010,MAPK signaling pathway - Mus musculus (house mouse),1,4,0,0
GLDS-589,Cd,mmu04015,Rap1 signaling pathway - Mus musculus (house mouse),1,3,0,0
GLDS-589,Cd,mmu04020,Calcium signaling pathway - Mus musculus (house mouse),1,1,0.015,0.029624999999999995
GLDS-589,Cd,mmu04066,HIF-1 signaling pathway - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cd,mmu04110,Cell cycle - Mus musculus (house mouse),1,1,0.02,0.0316
GLDS-589,Cd,mmu04151,PI3K-Akt signaling pathway - Mus musculus (house mouse),1,5,0,0
GLDS-589,Cd,mmu04152,AMPK signaling pathway - Mus musculus (house mouse),1,3,0,0
GLDS-589,Cd,mmu04261,Adrenergic signaling in cardiomyocytes - Mus musculus (house mouse),1,1,0.021,0.03190384615384616
GLDS-589,Cd,mmu04310,Wnt signaling pathway - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cd,mmu04380,Osteoclast differentiation - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cd,mmu04390,Hippo signaling pathway - Mus musculus (house mouse),1,1,0.017,0.029624999999999995
GLDS-589,Cd,mmu04514,Cell adhesion molecule (CAM) interaction - Mus musculus (house mouse),1,6,0,0
GLDS-589,Cd,mmu04517,IgSF CAM signaling - Mus musculus (house mouse),1,1,0.024,0.035111111111111114
GLDS-589,Cd,mmu04518,Integrin signaling - Mus musculus (house mouse),1,1,0.012,0.025621621621621623
GLDS-589,Cd,mmu04612,Antigen processing and presentation - Mus musculus (house mouse),1,5,0,0
GLDS-589,Cd,mmu04640,Hematopoietic cell lineage - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cd,mmu04650,Natural killer cell mediated cytotoxicity - Mus musculus (house mouse),1,3,0,0
GLDS-589,Cd,mmu04657,IL-17 signaling pathway - Mus musculus (house mouse),1,1,0.016,0.029624999999999995
GLDS-589,Cd,mmu04660,T cell receptor signaling pathway - Mus musculus (house mouse),1,1,0.017,0.029624999999999995
GLDS-589,Cd,mmu04668,TNF signaling pathway - Mus musculus (house mouse),1,1,0.021,0.03190384615384616
GLDS-589,Cd,mmu04670,Leukocyte transendothelial migration - Mus musculus (house mouse),1,1,0.014,0.029105263157894738
GLDS-589,Cd,mmu04728,Dopaminergic synapse - Mus musculus (house mouse),1,1,0.017,0.029624999999999995
GLDS-589,Cd,mmu04740,Olfactory transduction - Mus musculus (house mouse),1,5,0,0
GLDS-589,Cd,mmu04750,Inflammatory mediator regulation of TRP channels - Mus musculus (house mouse),1,3,0,0
GLDS-589,Cd,mmu04814,Motor proteins - Mus musculus (house mouse),1,1,0.017,0.029624999999999995
GLDS-589,Cd,mmu04820,Cytoskeleton in muscle cells - Mus musculus (house mouse),1,1,0.016,0.029624999999999995
GLDS-589,Cd,mmu04919,Thyroid hormone signaling pathway - Mus musculus (house mouse),1,1,0.023,0.03428301886792452
GLDS-589,Cd,mmu04933,AGE-RAGE signaling pathway in diabetic complications - Mus musculus (house mouse),1,1,0.011,0.02413888888888889
GLDS-589,Cd,mmu04972,Pancreatic secretion - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cd,mmu04974,Protein digestion and absorption - Mus musculus (house mouse),1,1,0.018,0.029624999999999995
GLDS-589,Cd,mmu05012,Parkinson disease - Mus musculus (house mouse),1,1,0.027,0.03878181818181818
GLDS-589,Cd,mmu05144,Malaria - Mus musculus (house mouse),1,6,0,0
GLDS-589,Cd,mmu05145,Toxoplasmosis - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cd,mmu05152,Tuberculosis - Mus musculus (house mouse),1,4,0,0
GLDS-589,Cd,mmu05161,Hepatitis B - Mus musculus (house mouse),1,1,0.018,0.029624999999999995
GLDS-589,Cd,mmu05162,Measles - Mus musculus (house mouse),1,5,0,0
GLDS-589,Cd,mmu05163,Human cytomegalovirus infection - Mus musculus (house mouse),1,7,0,0
GLDS-589,Cd,mmu05166,Human T-cell leukemia virus 1 infection - Mus musculus (house mouse),1,7,0,0
GLDS-589,Cd,mmu05167,Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse),1,6,0,0
GLDS-589,Cd,mmu05169,Epstein-Barr virus infection - Mus musculus (house mouse),1,9,0,0
GLDS-589,Cd,mmu05171,Coronavirus disease - COVID-19 - Mus musculus (house mouse),1,8,0,0
GLDS-589,Cd,mmu05204,Chemical carcinogenesis - DNA adducts - Mus musculus (house mouse),1,4,0,0
GLDS-589,Cd,mmu05205,Proteoglycans in cancer - Mus musculus (house mouse),1,1,0.018,0.029624999999999995
GLDS-589,Cd,mmu05206,MicroRNAs in cancer - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cd,mmu05208,Chemical carcinogenesis - reactive oxygen species - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cd,mmu05214,Glioma - Mus musculus (house mouse),1,1,0.019,0.03063265306122449
GLDS-589,Cd,mmu05416,Viral myocarditis - Mus musculus (house mouse),1,6,0,0
GLDS-589,Cd,mmu05417,Lipid and atherosclerosis - Mus musculus (house mouse),1,5,0,0
GLDS-589,Cd,mmu05418,Fluid shear stress and atherosclerosis - Mus musculus (house mouse),1,4,0,0
GLDS-589,Cr,mmu00830,Retinol metabolism - Mus musculus (house mouse),1,1,0.002,0.0079
GLDS-589,Cr,mmu03010,Ribosome - Mus musculus (house mouse),1,1,0.008,0.019151515151515152
GLDS-589,Cr,mmu03040,Spliceosome - Mus musculus (house mouse),1,1,0.004,0.011285714285714286
GLDS-589,Cr,mmu04010,MAPK signaling pathway - Mus musculus (house mouse),1,1,0.003,0.009875
GLDS-589,Cr,mmu04066,HIF-1 signaling pathway - Mus musculus (house mouse),1,1,0.002,0.0079
GLDS-589,Cr,mmu04110,Cell cycle - Mus musculus (house mouse),1,1,0.008,0.019151515151515152
GLDS-589,Cr,mmu04151,PI3K-Akt signaling pathway - Mus musculus (house mouse),1,1,0.006,0.01529032258064516
GLDS-589,Cr,mmu04310,Wnt signaling pathway - Mus musculus (house mouse),1,1,0.004,0.011285714285714286
GLDS-589,Cr,mmu04380,Osteoclast differentiation - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cr,mmu04390,Hippo signaling pathway - Mus musculus (house mouse),1,1,0.003,0.009875
GLDS-589,Cr,mmu04514,Cell adhesion molecule (CAM) interaction - Mus musculus (house mouse),1,6,0,0
GLDS-589,Cr,mmu04517,IgSF CAM signaling - Mus musculus (house mouse),1,1,0.005,0.013166666666666667
GLDS-589,Cr,mmu04612,Antigen processing and presentation - Mus musculus (house mouse),1,6,0,0
GLDS-589,Cr,mmu04650,Natural killer cell mediated cytotoxicity - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cr,mmu04668,TNF signaling pathway - Mus musculus (house mouse),1,1,0.004,0.011285714285714286
GLDS-589,Cr,mmu04814,Motor proteins - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cr,mmu04919,Thyroid hormone signaling pathway - Mus musculus (house mouse),1,1,0.002,0.0079
GLDS-589,Cr,mmu05012,Parkinson disease - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cr,mmu05145,Toxoplasmosis - Mus musculus (house mouse),1,1,0.003,0.009875
GLDS-589,Cr,mmu05152,Tuberculosis - Mus musculus (house mouse),1,3,0,0
GLDS-589,Cr,mmu05161,Hepatitis B - Mus musculus (house mouse),1,1,0.002,0.0079
GLDS-589,Cr,mmu05162,Measles - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cr,mmu05163,Human cytomegalovirus infection - Mus musculus (house mouse),1,7,0,0
GLDS-589,Cr,mmu05166,Human T-cell leukemia virus 1 infection - Mus musculus (house mouse),1,8,0,0
GLDS-589,Cr,mmu05167,Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse),1,7,0,0
GLDS-589,Cr,mmu05169,Epstein-Barr virus infection - Mus musculus (house mouse),1,7,0,0
GLDS-589,Cr,mmu05171,Coronavirus disease - COVID-19 - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cr,mmu05205,Proteoglycans in cancer - Mus musculus (house mouse),1,1,0.001,0.0049375
GLDS-589,Cr,mmu05206,MicroRNAs in cancer - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cr,mmu05214,Glioma - Mus musculus (house mouse),1,1,0.004,0.011285714285714286
GLDS-589,Cr,mmu05416,Viral myocarditis - Mus musculus (house mouse),1,6,0,0
GLDS-589,Cr,mmu05417,Lipid and atherosclerosis - Mus musculus (house mouse),1,1,0.005,0.013166666666666667
GLDS-589,Cr,mmu05418,Fluid shear stress and atherosclerosis - Mus musculus (house mouse),1,1,0.003,0.009875
GLDS-589,Cu,mmu00190,Oxidative phosphorylation - Mus musculus (house mouse),1,1,0.008,0.014044444444444444
GLDS-589,Cu,mmu00830,Retinol metabolism - Mus musculus (house mouse),1,6,0,0
GLDS-589,Cu,mmu00980,Metabolism of xenobiotics by cytochrome P450 - Mus musculus (house mouse),1,4,0,0
GLDS-589,Cu,mmu00982,Drug metabolism - cytochrome P450 - Mus musculus (house mouse),1,5,0,0
GLDS-589,Cu,mmu00983,Drug metabolism - other enzymes - Mus musculus (house mouse),1,3,0,0
GLDS-589,Cu,mmu04010,MAPK signaling pathway - Mus musculus (house mouse),1,1,0.003,0.009115384615384615
GLDS-589,Cu,mmu04020,Calcium signaling pathway - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cu,mmu04022,cGMP-PKG signaling pathway - Mus musculus (house mouse),1,1,0.004,0.011285714285714286
GLDS-589,Cu,mmu04110,Cell cycle - Mus musculus (house mouse),1,1,0.007,0.013166666666666667
GLDS-589,Cu,mmu04151,PI3K-Akt signaling pathway - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cu,mmu04152,AMPK signaling pathway - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cu,mmu04310,Wnt signaling pathway - Mus musculus (house mouse),1,1,0.01,0.016458333333333332
GLDS-589,Cu,mmu04390,Hippo signaling pathway - Mus musculus (house mouse),1,1,0.007,0.013166666666666667
GLDS-589,Cu,mmu04510,Focal adhesion - Mus musculus (house mouse),1,1,0.006,0.012810810810810811
GLDS-589,Cu,mmu04512,ECM-receptor interaction - Mus musculus (house mouse),1,1,0.006,0.012810810810810811
GLDS-589,Cu,mmu04514,Cell adhesion molecule (CAM) interaction - Mus musculus (house mouse),1,3,0,0
GLDS-589,Cu,mmu04517,IgSF CAM signaling - Mus musculus (house mouse),1,1,0.008,0.014044444444444444
GLDS-589,Cu,mmu04518,Integrin signaling - Mus musculus (house mouse),1,1,0.005,0.012810810810810811
GLDS-589,Cu,mmu04612,Antigen processing and presentation - Mus musculus (house mouse),1,3,0,0
GLDS-589,Cu,mmu04640,Hematopoietic cell lineage - Mus musculus (house mouse),1,1,0.009,0.015456521739130435
GLDS-589,Cu,mmu04650,Natural killer cell mediated cytotoxicity - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cu,mmu04657,IL-17 signaling pathway - Mus musculus (house mouse),1,1,0.01,0.016458333333333332
GLDS-589,Cu,mmu04668,TNF signaling pathway - Mus musculus (house mouse),1,1,0.008,0.014044444444444444
GLDS-589,Cu,mmu04714,Thermogenesis - Mus musculus (house mouse),1,1,0.004,0.011285714285714286
GLDS-589,Cu,mmu04740,Olfactory transduction - Mus musculus (house mouse),1,14,0,0
GLDS-589,Cu,mmu04750,Inflammatory mediator regulation of TRP channels - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cu,mmu04814,Motor proteins - Mus musculus (house mouse),1,1,0.007,0.013166666666666667
GLDS-589,Cu,mmu04820,Cytoskeleton in muscle cells - Mus musculus (house mouse),1,1,0.007,0.013166666666666667
GLDS-589,Cu,mmu04919,Thyroid hormone signaling pathway - Mus musculus (house mouse),1,1,0.007,0.013166666666666667
GLDS-589,Cu,mmu04933,AGE-RAGE signaling pathway in diabetic complications - Mus musculus (house mouse),1,1,0.006,0.012810810810810811
GLDS-589,Cu,mmu04974,Protein digestion and absorption - Mus musculus (house mouse),1,1,0.006,0.012810810810810811
GLDS-589,Cu,mmu05012,Parkinson disease - Mus musculus (house mouse),1,3,0,0
GLDS-589,Cu,mmu05144,Malaria - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cu,mmu05152,Tuberculosis - Mus musculus (house mouse),1,1,0.012,0.019346938775510206
GLDS-589,Cu,mmu05161,Hepatitis B - Mus musculus (house mouse),1,1,0.005,0.012810810810810811
GLDS-589,Cu,mmu05162,Measles - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cu,mmu05163,Human cytomegalovirus infection - Mus musculus (house mouse),1,5,0,0
GLDS-589,Cu,mmu05166,Human T-cell leukemia virus 1 infection - Mus musculus (house mouse),1,5,0,0
GLDS-589,Cu,mmu05167,Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse),1,4,0,0
GLDS-589,Cu,mmu05169,Epstein-Barr virus infection - Mus musculus (house mouse),1,4,0,0
GLDS-589,Cu,mmu05171,Coronavirus disease - COVID-19 - Mus musculus (house mouse),1,1,0.006,0.012810810810810811
GLDS-589,Cu,mmu05204,Chemical carcinogenesis - DNA adducts - Mus musculus (house mouse),1,5,0,0
GLDS-589,Cu,mmu05205,Proteoglycans in cancer - Mus musculus (house mouse),1,1,0.006,0.012810810810810811
GLDS-589,Cu,mmu05206,MicroRNAs in cancer - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cu,mmu05208,Chemical carcinogenesis - reactive oxygen species - Mus musculus (house mouse),1,3,0,0
GLDS-589,Cu,mmu05214,Glioma - Mus musculus (house mouse),1,1,0.006,0.012810810810810811
GLDS-589,Cu,mmu05416,Viral myocarditis - Mus musculus (house mouse),1,3,0,0
GLDS-589,Cu,mmu05417,Lipid and atherosclerosis - Mus musculus (house mouse),1,2,0,0
GLDS-589,Cu,mmu05418,Fluid shear stress and atherosclerosis - Mus musculus (house mouse),1,4,0,0
GLDS-589,Fe,mmu04066,HIF-1 signaling pathway - Mus musculus (house mouse),1,1,0,0
GLDS-589,Fe,mmu04152,AMPK signaling pathway - Mus musculus (house mouse),1,1,0,0
GLDS-589,Fe,mmu04640,Hematopoietic cell lineage - Mus musculus (house mouse),1,1,0,0
GLDS-589,Li,mmu04514,Cell adhesion molecule (CAM) interaction - Mus musculus (house mouse),1,1,0,0
GLDS-589,Li,mmu04612,Antigen processing and presentation - Mus musculus (house mouse),1,1,0,0
GLDS-589,Li,mmu04640,Hematopoietic cell lineage - Mus musculus (house mouse),1,1,0,0
GLDS-589,Li,mmu04658,Th1 and Th2 cell differentiation - Mus musculus (house mouse),1,1,0,0
GLDS-589,Li,mmu04659,Th17 cell differentiation - Mus musculus (house mouse),1,1,0,0
GLDS-589,Li,mmu05145,Toxoplasmosis - Mus musculus (house mouse),1,1,0,0
GLDS-589,Li,mmu05152,Tuberculosis - Mus musculus (house mouse),1,1,0,0
GLDS-589,Li,mmu05166,Human T-cell leukemia virus 1 infection - Mus musculus (house mouse),1,1,0.001,0.007181818181818182
GLDS-589,Li,mmu05169,Epstein-Barr virus infection - Mus musculus (house mouse),1,1,0,0
GLDS-589,Li,mmu05206,MicroRNAs in cancer - Mus musculus (house mouse),1,1,0.001,0.007181818181818182
GLDS-589,Li,mmu05416,Viral myocarditis - Mus musculus (house mouse),1,1,0.001,0.007181818181818182
GLDS-589,Ni,mmu00190,Oxidative phosphorylation - Mus musculus (house mouse),1,1,0.004,0.009294117647058824
GLDS-589,Ni,mmu00830,Retinol metabolism - Mus musculus (house mouse),1,5,0,0
GLDS-589,Ni,mmu00980,Metabolism of xenobiotics by cytochrome P450 - Mus musculus (house mouse),1,7,0,0
GLDS-589,Ni,mmu00982,Drug metabolism - cytochrome P450 - Mus musculus (house mouse),1,5,0,0
GLDS-589,Ni,mmu00983,Drug metabolism - other enzymes - Mus musculus (house mouse),1,4,0,0
GLDS-589,Ni,mmu04010,MAPK signaling pathway - Mus musculus (house mouse),1,3,0,0
GLDS-589,Ni,mmu04015,Rap1 signaling pathway - Mus musculus (house mouse),1,1,0.008,0.01264
GLDS-589,Ni,mmu04020,Calcium signaling pathway - Mus musculus (house mouse),1,3,0,0
GLDS-589,Ni,mmu04022,cGMP-PKG signaling pathway - Mus musculus (house mouse),1,1,0.003,0.0079
GLDS-589,Ni,mmu04066,HIF-1 signaling pathway - Mus musculus (house mouse),1,1,0.007,0.011520833333333333
GLDS-589,Ni,mmu04110,Cell cycle - Mus musculus (house mouse),1,1,0.005,0.009634146341463415
GLDS-589,Ni,mmu04151,PI3K-Akt signaling pathway - Mus musculus (house mouse),1,4,0,0
GLDS-589,Ni,mmu04152,AMPK signaling pathway - Mus musculus (house mouse),1,3,0,0
GLDS-589,Ni,mmu04310,Wnt signaling pathway - Mus musculus (house mouse),1,1,0.012,0.01823076923076923
GLDS-589,Ni,mmu04380,Osteoclast differentiation - Mus musculus (house mouse),1,3,0,0
GLDS-589,Ni,mmu04510,Focal adhesion - Mus musculus (house mouse),1,1,0.006,0.010772727272727272
GLDS-589,Ni,mmu04514,Cell adhesion molecule (CAM) interaction - Mus musculus (house mouse),1,1,0.005,0.009634146341463415
GLDS-589,Ni,mmu04612,Antigen processing and presentation - Mus musculus (house mouse),1,1,0.004,0.009294117647058824
GLDS-589,Ni,mmu04640,Hematopoietic cell lineage - Mus musculus (house mouse),1,4,0,0
GLDS-589,Ni,mmu04657,IL-17 signaling pathway - Mus musculus (house mouse),1,1,0.008,0.01264
GLDS-589,Ni,mmu04658,Th1 and Th2 cell differentiation - Mus musculus (house mouse),1,2,0,0
GLDS-589,Ni,mmu04659,Th17 cell differentiation - Mus musculus (house mouse),1,2,0,0
GLDS-589,Ni,mmu04668,TNF signaling pathway - Mus musculus (house mouse),1,1,0.006,0.010772727272727272
GLDS-589,Ni,mmu04670,Leukocyte transendothelial migration - Mus musculus (house mouse),1,1,0.007,0.011520833333333333
GLDS-589,Ni,mmu04714,Thermogenesis - Mus musculus (house mouse),1,1,0.003,0.0079
GLDS-589,Ni,mmu04740,Olfactory transduction - Mus musculus (house mouse),1,4,0,0
GLDS-589,Ni,mmu04750,Inflammatory mediator regulation of TRP channels - Mus musculus (house mouse),1,1,0.004,0.009294117647058824
GLDS-589,Ni,mmu04814,Motor proteins - Mus musculus (house mouse),1,1,0.007,0.011520833333333333
GLDS-589,Ni,mmu04820,Cytoskeleton in muscle cells - Mus musculus (house mouse),1,1,0.005,0.009634146341463415
GLDS-589,Ni,mmu04919,Thyroid hormone signaling pathway - Mus musculus (house mouse),1,1,0.005,0.009634146341463415
GLDS-589,Ni,mmu04933,AGE-RAGE signaling pathway in diabetic complications - Mus musculus (house mouse),1,1,0.003,0.0079
GLDS-589,Ni,mmu04935,"Growth hormone synthesis, secretion and action - Mus musculus (house mouse)",1,1,0.005,0.009634146341463415
GLDS-589,Ni,mmu05012,Parkinson disease - Mus musculus (house mouse),1,3,0,0
GLDS-589,Ni,mmu05017,Spinocerebellar ataxia - Mus musculus (house mouse),1,1,0.005,0.009634146341463415
GLDS-589,Ni,mmu05144,Malaria - Mus musculus (house mouse),1,2,0,0
GLDS-589,Ni,mmu05145,Toxoplasmosis - Mus musculus (house mouse),1,2,0,0
GLDS-589,Ni,mmu05152,Tuberculosis - Mus musculus (house mouse),1,2,0,0
GLDS-589,Ni,mmu05161,Hepatitis B - Mus musculus (house mouse),1,1,0.005,0.009634146341463415
GLDS-589,Ni,mmu05162,Measles - Mus musculus (house mouse),1,1,0.003,0.0079
GLDS-589,Ni,mmu05163,Human cytomegalovirus infection - Mus musculus (house mouse),1,2,0,0
GLDS-589,Ni,mmu05166,Human T-cell leukemia virus 1 infection - Mus musculus (house mouse),1,2,0,0
GLDS-589,Ni,mmu05167,Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse),1,1,0.01,0.015490196078431374
GLDS-589,Ni,mmu05169,Epstein-Barr virus infection - Mus musculus (house mouse),1,2,0,0
GLDS-589,Ni,mmu05171,Coronavirus disease - COVID-19 - Mus musculus (house mouse),1,3,0,0
GLDS-589,Ni,mmu05204,Chemical carcinogenesis - DNA adducts - Mus musculus (house mouse),1,5,0,0
GLDS-589,Ni,mmu05205,Proteoglycans in cancer - Mus musculus (house mouse),1,1,0.004,0.009294117647058824
GLDS-589,Ni,mmu05206,MicroRNAs in cancer - Mus musculus (house mouse),1,1,0.007,0.011520833333333333
GLDS-589,Ni,mmu05208,Chemical carcinogenesis - reactive oxygen species - Mus musculus (house mouse),1,4,0,0
GLDS-589,Ni,mmu05214,Glioma - Mus musculus (house mouse),1,1,0.006,0.010772727272727272
GLDS-589,Ni,mmu05416,Viral myocarditis - Mus musculus (house mouse),1,1,0.002,0.006076923076923077
GLDS-589,Ni,mmu05417,Lipid and atherosclerosis - Mus musculus (house mouse),1,2,0,0
GLDS-589,Ni,mmu05418,Fluid shear stress and atherosclerosis - Mus musculus (house mouse),1,6,0,0
GLDS-589,Pb,mmu00830,Retinol metabolism - Mus musculus (house mouse),1,1,0,0
GLDS-589,Pb,mmu04066,HIF-1 signaling pathway - Mus musculus (house mouse),1,1,0.002,0.017555555555555557
GLDS-589,Pb,mmu04151,PI3K-Akt signaling pathway - Mus musculus (house mouse),1,1,0.001,0.009875
GLDS-589,Pb,mmu04152,AMPK signaling pathway - Mus musculus (house mouse),1,1,0,0
GLDS-589,Pb,mmu04640,Hematopoietic cell lineage - Mus musculus (house mouse),1,1,0,0
GLDS-589,Pb,mmu04659,Th17 cell differentiation - Mus musculus (house mouse),1,1,0,0
GLDS-589,Pb,mmu04972,Pancreatic secretion - Mus musculus (house mouse),1,1,0.001,0.009875
GLDS-589,Pb,mmu05163,Human cytomegalovirus infection - Mus musculus (house mouse),1,1,0,0
GLDS-589,Pb,mmu05171,Coronavirus disease - COVID-19 - Mus musculus (house mouse),1,1,0.001,0.009875
GLDS-589,Zn,mmu00190,Oxidative phosphorylation - Mus musculus (house mouse),1,1,0,0
GLDS-589,Zn,mmu00830,Retinol metabolism - Mus musculus (house mouse),1,4,0,0
GLDS-589,Zn,mmu00980,Metabolism of xenobiotics by cytochrome P450 - Mus musculus (house mouse),1,2,0,0
GLDS-589,Zn,mmu00982,Drug metabolism - cytochrome P450 - Mus musculus (house mouse),1,2,0,0
GLDS-589,Zn,mmu00983,Drug metabolism - other enzymes - Mus musculus (house mouse),1,3,0,0
GLDS-589,Zn,mmu04010,MAPK signaling pathway - Mus musculus (house mouse),1,1,0.004,0.010896551724137931
GLDS-589,Zn,mmu04110,Cell cycle - Mus musculus (house mouse),1,1,0.003,0.008464285714285716
GLDS-589,Zn,mmu04151,PI3K-Akt signaling pathway - Mus musculus (house mouse),1,1,0.001,0.003761904761904762
GLDS-589,Zn,mmu04152,AMPK signaling pathway - Mus musculus (house mouse),1,2,0,0
GLDS-589,Zn,mmu04310,Wnt signaling pathway - Mus musculus (house mouse),1,1,0.002,0.006583333333333333
GLDS-589,Zn,mmu04714,Thermogenesis - Mus musculus (house mouse),1,1,0,0
GLDS-589,Zn,mmu04740,Olfactory transduction - Mus musculus (house mouse),1,4,0,0
GLDS-589,Zn,mmu04750,Inflammatory mediator regulation of TRP channels - Mus musculus (house mouse),1,2,0,0
GLDS-589,Zn,mmu04919,Thyroid hormone signaling pathway - Mus musculus (house mouse),1,1,0.002,0.006583333333333333
GLDS-589,Zn,mmu04972,Pancreatic secretion - Mus musculus (house mouse),1,1,0.003,0.008464285714285716
GLDS-589,Zn,mmu05012,Parkinson disease - Mus musculus (house mouse),1,2,0,0
GLDS-589,Zn,mmu05161,Hepatitis B - Mus musculus (house mouse),1,1,0.001,0.003761904761904762
GLDS-589,Zn,mmu05162,Measles - Mus musculus (house mouse),1,1,0.001,0.003761904761904762
GLDS-589,Zn,mmu05163,Human cytomegalovirus infection - Mus musculus (house mouse),1,1,0.003,0.008464285714285716
GLDS-589,Zn,mmu05166,Human T-cell leukemia virus 1 infection - Mus musculus (house mouse),1,1,0,0
GLDS-589,Zn,mmu05167,Kaposi sarcoma-associated herpesvirus infection - Mus musculus (house mouse),1,1,0,0
GLDS-589,Zn,mmu05169,Epstein-Barr virus infection - Mus musculus (house mouse),1,1,0.001,0.003761904761904762
