Gene Symbol,Gene ID,Interaction Count,Organism Count
PFKFB4,5210,2,1
PPARA,5465,2,1
RHO,6010,2,1
SCD2,20250,2,1
SELE,6401,2,1
SLC2A5,6518,2,2
SLC5A1,6523,2,1
SREBF1,6720,2,1
STEAP2,261729,2,1
STEAP4,79689,2,1
TGFB1,7040,2,1
TMPRSS6,164656,2,1
TXNIP,10628,2,1
TXNRD1,7296,2,1
UROD,7389,2,2
VCAM1,7412,2,1
ABCC1,4363,1,1
ABCG2,9429,1,1
ACBD3,64746,1,1
ACHE,43,1,1
ACSF2,80221,1,1
ACSL1,2180,1,1
ACSL3,2181,1,1
ADGRG1,9289,1,1
AHSP,51327,1,1
AKAP13,11214,1,1
ALAS2,212,1,1
ALDOC,230,1,1
ANKRD22,118932,1,1
ANXA1,301,1,1
ANXA2,302,1,1
AP1S3,130340,1,1
AP2A1,160,1,1
APOE,348,1,1
APOH,350,1,1
ARID3B,10620,1,1
ARNT,405,1,1
ARRDC3,57561,1,1
ATP7B,540,1,1
BCL10,8915,1,1
BCL3,602,1,1
BNIP3,664,1,1
CAMK2D,817,1,1
CAV1,857,1,1
CCL3,6348,1,1
CCL5,6352,1,1
CCNA2,890,1,1
CCNG2,901,1,1
CCPG1,9236,1,1
CCSAP,126731,1,1
CD109,135228,1,1
CD1D1,12479,1,1
CD300A,11314,1,1
CD58,965,1,1
CD70,970,1,1
CD74,972,1,1
CDIPT,10423,1,1
CDKN1C,1028,1,1
CDKN2D,1032,1,1
CDO1,1036,1,1
CDRT4,284040,1,1
CDS1,1040,1,1
CEL,1056,1,1
CHEK2,11200,1,1
CHI3L1,1116,1,1
CHRND,1144,1,1
CLC,1178,1,1
CLDN2,9075,1,1
CLEC2B,9976,1,1
CLPS,1208,1,1
CNN3,1266,1,1
COL1A1,1277,1,1
CSF2,1437,1,1
CSTF2T,23283,1,1
CTL-2,175085,1,1
CTLA2B,13025,1,1
CTNNBIP1,56998,1,1
CXCL1,2919,1,1
CXCL15,20309,1,1
CXCL2,2920,1,1
CYP2A6,1548,1,1
CYP2B15,685222,1,1
CYP-34A9,181851,1,1
CYP-35A2,182177,1,1
CYP4A14,13119,1,1
CYTIP,9595,1,1
DAF-16,172981,1,1
DAPL1,92196,1,1
DAXX,1616,1,1
DCANP1,140947,1,1
DEFA3,1668,1,1
DEFA6,1671,1,1
DGKA,1606,1,1
DLC1,10395,1,1
DNMT1,1786,1,1
DOCK10,55619,1,1
DPY19L2P4,442523,1,1
DRC10,115811,1,1
DRD1,1812,1,1
DRD2,1813,1,1
E2F1,1869,1,1
E2F8,79733,1,1
EEF2K,29904,1,1
EGFR,1956,1,1
EGLN1,54583,1,1
EGLN3,112399,1,1
ELANE,1991,1,1
EMP1,2012,1,1
EPO,2056,1,1
EXOC6,54536,1,1
F13A1,2162,1,1
F2,2147,1,1
FABP2,2169,1,1
FABP6,2172,1,1
FAM117B,150864,1,1
FAM20C,56975,1,1
FBXW5,54461,1,1
FEN1,2237,1,1
FLOT1,10211,1,1
FN3K,64122,1,1
FNTB,2342,1,1
FTN-1,179138,1,1
G6PC1,2538,1,1
GAR1,54433,1,1
GAS7,8522,1,1
GKN1,56287,1,1
GKN2,200504,1,1
GLI3,2737,1,1
GPAM,57678,1,1
GPR34,2857,1,1
GPRC5A,9052,1,1
GPX-5,181178,1,1
GPX-6,188313,1,1
GST-1,176281,1,1
GSTA2,2939,1,1
GSTA5,221357,1,1
GSTM3,2947,1,1
HBA1,3039,1,1
HDAC8,55869,1,1
HJV,148738,1,1
HMGCS2,3158,1,1
HPGDS,27306,1,1
HSBP1L1,440498,1,1
HSF-1,173078,1,1
HSF1,3297,1,1
HSP-16.1,179286,1,1
HSP-16.2,178659,1,1
HSP-3,180880,1,1
HSP-6,178873,1,1
HSPA1A,3303,1,1
HSPA8,3312,1,1
HSPB1,3315,1,1
HTT,3064,1,1
IDI1,3422,1,1
IGF1,3479,1,1
IL12A,3592,1,1
IL12B,3593,1,1
IL18,3606,1,1
IP6K2,51447,1,1
IRF8,3394,1,1
ITGA6,3655,1,1
ITGB2,3689,1,1
ITLN1,55600,1,1
JAZF1,221895,1,1
JCHAIN,3512,1,1
KCNE3,10008,1,1
KDM3A,55818,1,1
KIT,3815,1,1
KLHDC7B,113730,1,1
LAMC2,3918,1,1
LAMP5,24141,1,1
LIG3,3980,1,1
LPAR1,1902,1,1
LRRC25,126364,1,1
LTA,4049,1,1
LY75,4065,1,1
LYPLA1,10434,1,1
MAPK8,5599,1,1
MARCKS,4082,1,1
MB,4151,1,1
MCEMP1,199675,1,1
MCO3,43134,1,1
MCTP1,79772,1,1
ME1,4199,1,1
MIF,4282,1,1
MIOX,55586,1,1
MIR17HG,407975,1,1
MIR196B,442920,1,1
MS4A6A,64231,1,1
MS4A7,58475,1,1
MT2,17750,1,1
MTL-2,179899,1,1
MVD,4597,1,1
NEDD9,4739,1,1
NEIL2,252969,1,1
NFIB,4781,1,1
NFIL3,4783,1,1
NFKB1,4790,1,1
NGB,58157,1,1
NLRC4,58484,1,1
NMT2,9397,1,1
NPC1,4864,1,1
OPN3,23596,1,1
OSBPL11,114885,1,1
P2RX7,5027,1,1
P4HA1,5033,1,1
P4HTM,54681,1,1
PAM,5066,1,1
PARK,40336,1,1
PCGF5,84333,1,1
PCK1,5105,1,1
PCTP,58488,1,1
PDK4,5166,1,1
PHOSPHO1,162466,1,1
PIK3C2B,5287,1,1
PIM1,5292,1,1
PIP5K1B,8395,1,1
PLA2G1B,5319,1,1
PLA2G4A,5321,1,1
PLAA,9373,1,1
PLD4,122618,1,1
PLPP1,8611,1,1
PLSCR1,5359,1,1
PMVK,10654,1,1
PNLIP,5406,1,1
PNLIPRP1,5407,1,1
PNLIPRP2,5408,1,1
POGLUT2,79070,1,1
POLB,5423,1,1
POLR3E,55718,1,1
PPP1R16B,26051,1,1
PPP1R1B,84152,1,1
PRG3,10394,1,1
PRKAA1,5562,1,1
PRTN3,5657,1,1
PTHLH,5744,1,1
PTX3,5806,1,1
PXDN,7837,1,1
RAB30,27314,1,1
RASD1,51655,1,1
RBP7,116362,1,1
RELB,5971,1,1
RETN,56729,1,1
RGS1,5996,1,1
RGS2,5997,1,1
RHOB,388,1,1
RNASE4,6038,1,1
ROPN1L,83853,1,1
RPL37,6167,1,1
RRM2,6241,1,1
RT1-BB,309622,1,1
RT1-DB1,294270,1,1
S100A9,6280,1,1
SCP2,6342,1,1
SERPINB8,5271,1,1
SESN3,143686,1,1
SKA1,220134,1,1
SLB,252651,1,1
SLC11A1,6556,1,1
SLC12A2,6558,1,1
SLC23A2,9962,1,1
SLC26A11,284129,1,1
SLC2A14,144195,1,1
SLC34A2,10568,1,1
SLC39A1,27173,1,1
SLC6A3,6531,1,1
SLPI,6590,1,1
SMIM3,85027,1,1
SNAPC1,6617,1,1
SOD3,6649,1,0
SOD-4,176336,1,1
SORD,6652,1,1
SORT1,6272,1,1
SOX9,6662,1,1
SP1,6667,1,1
SP6,80320,1,1
SPR,6697,1,1
SRC,6714,1,1
SSR1,6745,1,1
STK11,6794,1,1
SULF2,55959,1,1
TASL,80231,1,1
TERT,7015,1,1
TES,26136,1,1
TFF1,7031,1,1
TGFBR1,7046,1,1
TGIF1,7050,1,1
TMEM154,201799,1,1
TMEM252,169693,1,1
TMEM45B,120224,1,1
TMEM86A,144110,1,1
TNFRSF10B,8795,1,1
TNFSF10,8743,1,1
TPPP3,51673,1,1
TREML2,79865,1,1
TRF,22041,1,1
TRIM27,5987,1,1
TRPC6,7225,1,1
TSHZ1,10194,1,1
TSHZ3,57616,1,1
TXN2,25828,1,1
UBE2E1,7324,1,1
UGT1A6,54578,1,1
UGT2B15,7366,1,1
UGT2B17,7367,1,1
VDR,7421,1,1
VSIG10L,147645,1,1
WAP,22373,1,1
WIPI1,55062,1,1
ZFP36,7538,1,0
ZFP503,218820,1,1
