Gene Symbol,Gene ID,Interaction Count,Organism Count
ACTC,100531237,1,0
ACTG2,72,1,0
ACTRT2,140625,1,0
ACVR2A,92,1,0
ADAM29,11086,1,0
ADAM7,8756,1,0
ADAMTS18,170692,1,0
ADAMTS5,11096,1,0
ADAMTS6,11174,1,0
ADAP2,55803,1,0
ADARB1,104,1,0
ADCK1,57143,1,0
ADD2,119,1,0
ADGRE4,52614,1,0
ADGRF4,221393,1,0
ADGRG3,222487,1,0
ADGRG4,139378,1,0
ADGRL3,23284,1,0
ADH1B,125,1,0
ADIPOQ,9370,1,0
ADIPOR1,51094,1,0
ADM,133,1,0
ADPRH,141,1,0
ADRB1,153,1,0
AEBP1,165,1,0
AFAP1L2,84632,1,0
AFF1,4299,1,0
AFM,173,1,0
AFP,174,1,0
AGAP2,116986,1,0
AGFG2,3268,1,0
AGO2,27161,1,0
AGTPBP1,23287,1,0
AGTR1,185,1,0
AHSG,197,1,0
AICDA,57379,1,0
AIG1,51390,1,0
AK3,50808,1,0
AK7,122481,1,0
AK9,221264,1,0
AKAP1,8165,1,0
AKAP10,11216,1,0
AKAP13,11214,1,0
AKAP14,158798,1,0
AKAP4,8852,1,0
AKIP1,56672,1,0
AKIRIN1,79647,1,0
AKIRIN2,55122,1,0
AKR1CL,70861,1,0
ALAD,210,1,0
ALAS1,211,1,0
ALB,213,1,1
ALDH1A1,216,1,0
ALDH1L2,160428,1,0
ALG12,79087,1,0
ALK,238,1,0
ALKAL1,389658,1,0
ALOX15,246,1,0
ALOX5AP,241,1,0
ALPP,250,1,0
AMBP,259,1,0
AMELY,266,1,0
AMPD1,270,1,0
AMPD2,271,1,0
ANAPC10,10393,1,0
ANGPTL7,10218,1,0
ANKFY1,51479,1,0
ANKK1,255239,1,0
ANKRD20A11P,391267,1,0
ANKRD28,23243,1,0
ANKRD7,56311,1,0
ANO1,55107,1,0
ANO3,63982,1,0
ANO7,50636,1,0
ANP32CP,23520,1,0
ANTXR1,84168,1,0
ANXA8,653145,1,0
AOC2,314,1,0
AP1S3,130340,1,0
AP5S1,55317,1,0
APCDD1,147495,1,0
APLP1,333,1,0
APOB,338,1,1
APOBEC3A,200315,1,0
APOBEC4,403314,1,0
APOC3,345,1,0
APOD,347,1,0
APOL1,8542,1,0
APOM,55937,1,0
AQP6,363,1,0
AR,367,1,0
ARAP3,64411,1,0
ARG1,383,1,0
ARHGAP33,115703,1,0
ARHGDIA,396,1,0
ARHGDIB,397,1,0
ARHGEF10,9639,1,0
ARHGEF12,23365,1,0
ARHGEF17,9828,1,0
ARID1B,57492,1,0
ARID5A,10865,1,0
ARMC2,84071,1,0
ARMH3,79591,1,0
ARNT2,9915,1,0
ARRB1,408,1,0
ARSA,410,1,0
ART4,420,1,0
ASB1,51665,1,0
ASB10,136371,1,0
ASB11,140456,1,0
ASB16,92591,1,0
ASIC4,55515,1,0
ASPA,443,1,0
ATF2,1386,1,0
ATF6B,1388,1,0
ATF7,11016,1,0
ATF7IP2,80063,1,0
ATG7,10533,1,0
ATOH7,220202,1,0
ATP10B,23120,1,0
ATP2B4,493,1,0
ATP4A,495,1,0
ATP4B,496,1,0
ATP6V0D1,9114,1,0
ATP8B2,57198,1,0
ATXN7L2,127002,1,0
AURKC,6795,1,0
AVL9,23080,1,0
AVPR1B,553,1,0
B3GALNT1,8706,1,0
B3GALT5,10317,1,0
B3GNT3,10331,1,0
BAG4,9530,1,0
BAIAP2L1,55971,1,0
BATF,10538,1,0
BATF3,55509,1,0
BAZ2B,29994,1,0
BCAR1,9564,1,1
BCAS1,8537,1,0
BCL10,8915,1,0
BCL2A1,597,1,0
BCL2L1,598,1,1
BCL2L10,10017,1,0
BCL2L11,10018,1,0
BDKRB2,624,1,0
BEND3,57673,1,0
BEND6,221336,1,0
BGN,633,1,1
BHMT,635,1,0
BLK,640,1,0
BNIPL,149428,1,0
BOK,666,1,0
BPIFA2,140683,1,0
BPY2,9083,1,0
BRAF,673,1,0
BRD3,8019,1,0
BRSK1,84446,1,0
BRWD1,54014,1,0
BTF3P11,690,1,0
BTLA,151888,1,0
BTN1A1,696,1,0
BTN2A1,11120,1,0
C10ORF53,282966,1,0
C11ORF87,399947,1,0
C16ORF82,162083,1,0
C1ORF162,128346,1,0
C1ORF21,81563,1,0
C1QTNF7,114905,1,0
C1RL,51279,1,0
C20ORF181,100128998,1,0
C2CD4A,145741,1,0
C3,718,1,0
C3ORF38,285237,1,0
C5AR1,728,1,0
C5ORF34,375444,1,0
C6,729,1,0
C6ORF132,647024,1,0
C6ORF15,29113,1,0
C7ORF57,136288,1,0
C8A,731,1,0
C8ORF58,541565,1,0
C9ORF153,389766,1,0
C9ORF43,257169,1,0
CA11,770,1,0
CA2,760,1,0
CA5BP1,340591,1,0
CABS1,85438,1,0
CACNA1G,8913,1,0
CACNA1H,8912,1,0
CACNB4,785,1,0
CACNG1,786,1,0
CACNG3,10368,1,0
CALB2,794,1,0
CALCR,799,1,0
CALD1,800,1,1
CALHM4,221301,1,0
CALHM5,254228,1,0
CALML3,810,1,0
CALR3,125972,1,0
CAMK2A,815,1,0
CAMK4,814,1,0
CAPRIN2,65981,1,0
CARD18,59082,1,0
CARF,79800,1,0
CARMIL1,55604,1,0
CASK,8573,1,0
CASP12,100506742,1,1
CASQ2,845,1,0
CATR1,856,1,0
CATSPERE,257044,1,0
CBL,867,1,0
CCAR1,55749,1,0
CCDC102B,79839,1,0
CCDC125,202243,1,0
CCDC148,130940,1,0
CCDC149,91050,1,0
CCDC180,100499483,1,0
CCDC34,91057,1,0
CCDC6,8030,1,0
CCDC74A,90557,1,0
CCDC9,26093,1,0
CCIN,881,1,0
CCN3,4856,1,0
CCNB2,9133,1,0
CCNT1,904,1,0
CCT6B,10693,1,0
CD163,9332,1,0
CD1E,913,1,0
CD200R1L,344807,1,0
CD226,10666,1,0
CD300E,342510,1,0
CD302,9936,1,0
CD36,948,1,0
CD38,952,1,0
CD3D,915,1,0
CD3E,916,1,0
CD5,921,1,0
CD5L,922,1,0
CD70,970,1,0
CD74,972,1,0
CD8B1,12526,1,0
CDC14A,8556,1,0
CDH22,64405,1,0
CDH3,1001,1,0
CDK16,5127,1,0
CDK3,1018,1,0
CDK5R2,8941,1,0
CEACAM19,56971,1,0
CEACAM7,1087,1,0
CELA3A,10136,1,0
CELF1,10658,1,0
CELF5,60680,1,0
CEP128,145508,1,0
CEP250,11190,1,0
CEP63,80254,1,0
CERS5,91012,1,0
CES1,1066,1,0
CFAP299,255119,1,0
CFAP43,80217,1,0
CFAP44,55779,1,0
CFAP68,64776,1,0
CGNL1,84952,1,0
CH25H,9023,1,0
CHCHD5,84269,1,0
CHD2,1106,1,0
CHDH,55349,1,0
CHM,1121,1,0
CHML,1122,1,0
CHRDL1,91851,1,0
CHRDL2,25884,1,0
CHRM2,1129,1,0
CHRND,1144,1,0
CHST4,10164,1,0
CHST9,83539,1,0
CITED1,4435,1,0
CLCA3P,9629,1,0
CLCF1,23529,1,0
CLDN14,23562,1,0
CLDN22,53842,1,0
CLDN8,9073,1,0
CLEC11A,6320,1,0
CLEC1A,51267,1,0
CLEC4E,26253,1,0
CLEC5A,23601,1,0
CLEC9A,283420,1,0
CLIC6,54102,1,0
CLK4,57396,1,0
CLPSL2,389383,1,0
CLTB,1212,1,0
CLUL1,27098,1,0
CMPK2,129607,1,0
CNGA2,1260,1,0
CNIH3,149111,1,0
CNMD,11061,1,0
CNNM1,26507,1,0
CNPPD1,27013,1,0
CNPY3,10695,1,0
CNTF,1270,1,0
CNTN1,1272,1,0
CNTN5,53942,1,0
CNTNAP1,8506,1,0
COBLL1,22837,1,0
COL18A1-AS1,378832,1,0
COL2A1,1280,1,0
COL4A4,1286,1,0
COL4A5,1287,1,0
COL5A2,1290,1,0
COL7A1,1294,1,0
COL8A1,1295,1,0
COLGALT2,23127,1,0
COPE,11316,1,0
COPS9,150678,1,0
CORIN,10699,1,0
CORO2B,10391,1,0
CPA1,1357,1,0
CPA4,51200,1,0
CPB1,1360,1,0
CPB2,1361,1,0
CPNE5,57699,1,0
CPNE8,144402,1,0
CPNE9,151835,1,0
CRISP1,167,1,0
CRISP2,7180,1,0
CRTAP,10491,1,0
CRYAA,1409,1,0
CRYAB,1410,1,0
CRYBA1,1411,1,0
CRYBA2,1412,1,0
CRYGC,1420,1,0
CSNK1A1L,122011,1,0
CST9L,128821,1,0
CT55,54967,1,0
CTAG2,30848,1,0
CTAGE7P,119437,1,0
CTDP1,9150,1,0
CTF1,1489,1,0
CTHRC1,115908,1,0
CTSS,1520,1,0
CUL4A,8451,1,0
CUL5,8065,1,0
CX3CL1,6376,1,1
CXCL13,10563,1,0
CXCL6,6372,1,0
CXCR6,10663,1,0
CXORF58,254158,1,0
CYC,40162,1,0
CYFIP1,23191,1,0
CYLC1,1538,1,0
CYP11B1,1584,1,0
CYP-29A2,179550,1,1
CYP2B7P,1556,1,0
CYP2J2,1573,1,0
CYP2R1,120227,1,0
CYP-34A9,181851,1,1
CYP-35A2,182177,1,1
CYP3A7,1551,1,0
CYP4A11,1579,1,0
CYP4F2,8529,1,0
CYP4F22,126410,1,0
CYP7A1,1581,1,0
CYP7B1,9420,1,0
CYSRT1,375791,1,0
DACT1,51339,1,0
DACT3,147906,1,0
DAF-16,172981,1,1
DAGLB,221955,1,0
DAXX,1616,1,1
DAZL,1618,1,0
DBH,1621,1,1
DBNDD1,79007,1,0
DBX2,440097,1,0
DCAF11,80344,1,0
DCAF12,25853,1,0
DCUN1D2,55208,1,0
DDX11L5,100287596,1,0
DEFB114,245928,1,0
DEFB129,140881,1,0
DEGS2,123099,1,0
DENND6B,414918,1,0
DEPP1,11067,1,0
DGAT1,8694,1,0
DGAT2L6,347516,1,0
DHX30,22907,1,0
DHX34,9704,1,0
DHX37,57647,1,0
DIDO1,11083,1,0
DIP2C,22982,1,0
DMC1,11144,1,0
DMRTC1,63947,1,0
DNAH12,201625,1,0
DNAJB7,150353,1,0
DNAJC24,120526,1,0
DNAJC5G,285126,1,0
DNER,92737,1,0
DNHD1,144132,1,0
DNM3,26052,1,0
DNMT3L,29947,1,0
DOC2A,8448,1,0
DOCK8-AS1,157983,1,0
DRD1,1812,1,1
DRD2,1813,1,1
DSCAML1,57453,1,0
DSG1,1828,1,0
DSPP,1834,1,0
DUSP15,128853,1,0
DUSP2,1844,1,0
DUSP21,63904,1,0
DUSP7,1849,1,0
DYNLRB2,83657,1,0
EAF1,85403,1,0
EBAG9,9166,1,0
ECE1,1889,1,0
ECM1,1893,1,1
EDA,1896,1,0
EDDM3B,64184,1,0
EDEM2,55741,1,0
EEF2K,29904,1,0
EFHC1,114327,1,0
EFNA5,1946,1,0
EFNB1,1947,1,0
EHMT2,10919,1,0
EIF4E3,317649,1,0
ELF5,2001,1,0
ELMOD1,55531,1,0
ELN,2006,1,0
EML2,24139,1,0
EMX1,2016,1,0
EMX2,2018,1,0
EN1,2019,1,0
ENDOU,8909,1,0
ENO2,2026,1,1
ENPP4,22875,1,0
ENPP6,133121,1,0
ENTPD6,955,1,0
EOMES,8320,1,0
EP300,2033,1,0
EPB41,2035,1,0
EPB41L1,2036,1,0
EPB41L4A,64097,1,0
EPC1,80314,1,0
EPOR,2057,1,1
EPS8L1,54869,1,0
EPSTI1,94240,1,0
ERBB3,2065,1,0
ERC2,26059,1,0
ERICH1,157697,1,0
ERMAP,114625,1,0
ERMN,57471,1,0
ERN1,2081,1,0
ESPN,83715,1,0
ESRRG,2104,1,0
ESYT3,83850,1,0
ETNPPL,64850,1,0
EVA1A,84141,1,0
EVI5,7813,1,0
EVPL,2125,1,0
EVX2,344191,1,0
EXD1,161829,1,0
EXOG,9941,1,0
F11,2160,1,0
F13A1,2162,1,0
F2,2147,1,0
F2RL3,9002,1,0
FAM117A,81558,1,0
FAM161B,145483,1,0
FAM200A,221786,1,0
FAM217A,222826,1,0
FAM3A,60343,1,0
FAM47B,170062,1,0
FAM98B,283742,1,0
FAM9C,171484,1,0
FANCM,57697,1,0
FAR2,55711,1,0
FASLG,356,1,0
FAT3,120114,1,0
FBN3,84467,1,0
FBXL14,144699,1,0
FBXO17,115290,1,0
FBXO7,25793,1,0
FBXW10,10517,1,0
FBXW2,26190,1,0
FCER1G,2207,1,0
FCER2,2208,1,0
FCN2,2220,1,0
FDFT1,2222,1,1
FDPS,2224,1,0
FDX1,2230,1,0
FETUB,26998,1,0
FEV,54738,1,0
FGD6,55785,1,0
FGF16,8823,1,0
FGF22,27006,1,0
FGF5,2250,1,0
FGFRL1,53834,1,0
FH,2271,1,1
FIGN,55137,1,0
FILIP1,27145,1,0
FITM1,161247,1,0
FKBP11,51303,1,0
FKTN,2218,1,0
FLCN,201163,1,0
FLRT2,23768,1,0
FMO3,2328,1,0
FNDC11,79025,1,0
FNTB,2342,1,0
FOLR2,2350,1,0
FOS,2353,1,1
FOSL1,8061,1,1
FOXD4L4,349334,1,0
FOXI1,2299,1,0
FOXI2,399823,1,0
FOXN1,8456,1,0
FOXP3,50943,1,0
FOXP4,116113,1,0
FOXS1,2307,1,0
FRMPD1,22844,1,0
FRS2,10818,1,0
FRYL,285527,1,0
FSCB,84075,1,0
FSCN2,25794,1,0
FTCD,10841,1,0
FTSJ3,117246,1,0
FURIN,5045,1,0
FUT1,2523,1,0
FUT2,2524,1,0
FXYD4,53828,1,0
FXYD7,53822,1,0
FYB1,2533,1,0
GAB2,9846,1,0
GABRG2,2566,1,0
GABRR3,200959,1,0
GALR3,8484,1,0
GAR1,54433,1,0
GAS2L2,246176,1,0
GAS8-AS1,750,1,0
GATA1,2623,1,0
GBP3,2635,1,1
GBP6,163351,1,0
GBX1,2636,1,0
GCKR,2646,1,0
GCNA,93953,1,0
GCNT3,9245,1,0
GFOD1,54438,1,0
GGA1,26088,1,0
GHDC,84514,1,0
GHSR,2693,1,0
GIMAP7,168537,1,0
GIMAP8,155038,1,0
GIPC3,126326,1,0
GJA3,2700,1,0
GJB6,10804,1,0
GLE1,2733,1,0
GLIPR1L2,144321,1,0
GLP1R,2740,1,0
GLRA2,2742,1,0
GLRA3,8001,1,0
GLYR1,84656,1,0
GMFG,9535,1,0
GMPPA,29926,1,0
GNAI1,2770,1,1
GNAI2,2771,1,1
GNAT2,2780,1,0
GNB1L,54584,1,0
GNPDA2,132789,1,0
GNRH1,2796,1,0
GPAT3,84803,1,0
GPATCH4,54865,1,0
GPC5,2262,1,0
GPD1,2819,1,1
GPHA2,170589,1,0
GPLD1,2822,1,0
GPR107,57720,1,0
GPR119,139760,1,0
GPR143,4935,1,0
GPR146,115330,1,0
GPR15,2838,1,0
GPR150,285601,1,0
GPR156,165829,1,0
GPR17,2840,1,0
GPR18,2841,1,0
GPR26,2849,1,0
GPR55,9290,1,0
GPR87,53836,1,0
GPRC5A,9052,1,0
GPRIN1,114787,1,0
GPX-6,188313,1,1
GREB1L,80000,1,0
GRHL3,57822,1,0
GRIA3,2892,1,0
GRID1,2894,1,0
GRIK1,2897,1,0
GRIN2C,2905,1,0
GSPT1,2935,1,0
GST-1,176281,1,1
GST-4,177886,1,1
GSTA5,221357,1,0
GSTO2,119391,1,0
GTF2A1,2957,1,0
GTF2A1L,11036,1,0
GTF3A,2971,1,1
GTF3C6,112495,1,0
GUCA1C,9626,1,0
GUCA2B,2981,1,0
GYG2,8908,1,0
GZMH,2999,1,0
H1-8,132243,1,0
H1-9P,373861,1,0
H2AJ,55766,1,0
H2AP,25763,1,0
H2AX,3014,1,1
H2-T22,15039,1,1
HAGHL,84264,1,0
HAS2,3037,1,0
HAVCR1,26762,1,0
HCG27,253018,1,0
HDAC9,9734,1,0
HDLBP,3069,1,0
HEATR4,399671,1,0
HELZ2,85441,1,0
HERC6,55008,1,0
HES7,84667,1,0
HEXIM1,10614,1,0
HEYL,26508,1,0
HHIP,64399,1,0
HIF1A,3091,1,1
HIP1,3092,1,0
HIPK1,204851,1,0
HIPK3,10114,1,0
HJURP,55355,1,0
HLA-DMA,3108,1,0
HLA-DOB,3112,1,0
HLA-DQA1,3117,1,0
HLA-DRB3,3125,1,0
HMCES,56941,1,0
HMCN1,83872,1,0
HMGA1,3159,1,1
HMGA1B,111241,1,1
HNRNPL,3191,1,0
HNRNPR,10236,1,0
HOMER2,9455,1,0
HOMER3,9454,1,0
HOXA5,3202,1,0
HOXB5,3215,1,0
HOXD11,3237,1,0
HOXD13,3239,1,0
HPD,3242,1,0
HR,55806,1,0
HRH1,3269,1,0
HRH4,59340,1,0
HS6ST3,266722,1,0
HSD3B1,3283,1,0
HSD3B2,3284,1,0
HSF-1,173078,1,1
HSF1,3297,1,1
HSH2D,84941,1,0
HSP-16.1,179286,1,1
HSP-3,180880,1,1
HSP-6,178873,1,1
HSP-60,175316,1,1
HSP-70,172757,1,1
HSPA12B,116835,1,0
HSPB8,26353,1,0
HSPB9,94086,1,0
HTR1B,3351,1,0
HTR1D,3352,1,0
HTR2B,3357,1,0
HTR5A,3361,1,0
HTRA3,94031,1,0
HTRA4,203100,1,0
HUS1B,135458,1,0
IBTK,25998,1,0
ICAM1,3383,1,1
ID3,3399,1,0
IDE,3416,1,0
IDH1,3417,1,1
IDH2,3418,1,1
IDI2-AS1,55853,1,0
IDO2,169355,1,0
IFI27L2A,76933,1,1
IFI35,3430,1,1
IFIT1,3434,1,1
IFIT3,3437,1,1
IFIT3B,667370,1,1
IFNA1,3439,1,0
IFNA13,3447,1,0
IFNA17,3451,1,0
IFNA2,3440,1,0
IFNA6,3443,1,0
IFNA8,3445,1,0
IFNB1,3456,1,1
IFT81,28981,1,0
IFT88,8100,1,0
IGF1,3479,1,1
IGFL2,147920,1,0
IGSF6,10261,1,0
IGSF9,57549,1,0
IGTP,16145,1,1
IKZF2,22807,1,0
IL10RA,3587,1,0
IL12B,3593,1,1
IL12RB2,3595,1,0
IL13,3596,1,0
IL13RA2,3598,1,0
IL15,3600,1,0
IL17R,100136114,1,0
IL18,3606,1,0
IL1R1,3554,1,0
IL2,3558,1,0
IL20,50604,1,0
IL20RB,53833,1,0
IL22RA2,116379,1,0
IL27RA,9466,1,0
IL3,3562,1,0
IL33,90865,1,0
IL36B,27177,1,0
IL36G,56300,1,0
IL5,3567,1,0
IL9,3578,1,0
ILDR1,286676,1,0
IMPG1,3617,1,0
INGX,27160,1,0
INO80E,283899,1,0
INPP5F,22876,1,0
INSL6,11172,1,0
INTS10,55174,1,0
IPF1,445683,1,0
IRF7,3665,1,1
IRGQ,126298,1,0
IRX1,79192,1,0
IRX2,153572,1,0
IRX3,79191,1,0
ISG15,9636,1,1
ISL2,64843,1,0
ISM1,140862,1,0
ISYNA1,51477,1,0
ITCH,83737,1,0
ITGA2,3673,1,0
ITGA2B,3674,1,0
ITIH2,3698,1,0
ITIH4,3700,1,0
ITLN2,142683,1,0
ITPK1,3705,1,0
JADE2,23338,1,0
JAML,120425,1,0
JCAD,57608,1,0
JOSD2,126119,1,0
JPH1,56704,1,0
JSRP1,126306,1,0
KAAG1,353219,1,0
KALRN,8997,1,0
KANK3,256949,1,0
KAT6B,23522,1,0
KAZALD1,81621,1,0
KBTBD4,55709,1,0
KCNA6,3742,1,0
KCNB2,9312,1,0
KCNC1,3746,1,0
KCNE5,23630,1,0
KCNG4,93107,1,0
KCNH8,131096,1,0
KCNIP1,30820,1,0
KCNIP3,30818,1,0
KCNJ12,3768,1,0
KCNJ15,3772,1,0
KCNJ16,3773,1,0
KCNJ3,3760,1,0
KCNJ6,3763,1,0
KCNK13,56659,1,0
KCNMB2,10242,1,0
KCNN1,3780,1,0
KCTD9,54793,1,0
KDM6A,7403,1,0
KERA,11081,1,0
KIAA0513,9764,1,0
KIF13A,63971,1,0
KIF13B,23303,1,0
KIF17,57576,1,0
KIF18A,81930,1,0
KIF7,374654,1,0
KIFC3,3801,1,0
KIR3DS1,3813,1,0
KISS1,3814,1,0
KIT,3815,1,0
KLHDC7B,113730,1,0
KLHL14,57565,1,0
KLHL21,9903,1,0
KLHL41,10324,1,0
KLK1,3816,1,1
KLRC3,3823,1,0
KLRF1,51348,1,0
KPNA1,3836,1,0
KRT13,3860,1,0
KRT27,342574,1,0
KRT5,3852,1,0
KRT73,319101,1,0
KRT77,374454,1,0
KRT80,144501,1,0
KRTAP10-6,386674,1,0
KRTAP10-8,386681,1,0
KRTAP13-4,284827,1,0
KRTAP15-1,254950,1,0
KRTAP17-1,83902,1,0
KRTAP21-1,337977,1,0
KRTAP22-1,337979,1,0
KRTAP23-1,337963,1,0
KRTAP4-3,85290,1,0
KRTAP4-5,85289,1,0
KRTAP8-1,337879,1,0
L2HGDH,79944,1,0
L3HYPDH,112849,1,0
L3MBTL2,83746,1,0
LAIR1,3903,1,0
LAMA2,3908,1,0
LAMB2,3913,1,0
LAPTM5,7805,1,0
LARGE2,120071,1,0
LARS2,23395,1,0
LASP1,3927,1,0
LAT2,7462,1,0
LATS1,9113,1,0
LAX1,54900,1,0
LCE1E,353135,1,0
LCE2C,353140,1,0
LCE3A,353142,1,0
LCN9,392399,1,0
LCOR,84458,1,0
LCP1,3936,1,0
LCP2,3937,1,0
LETM2,137994,1,0
LFNG,3955,1,0
LGALS4,3960,1,0
LGALSL,29094,1,0
LHFPL2,10184,1,0
LHX9,56956,1,0
LILRA2,11027,1,0
LILRA4,23547,1,0
LILRA5,353514,1,0
LIMK1,3984,1,0
LIMS3,96626,1,0
LINC00208,83655,1,0
LINC00302,388699,1,0
LINC00305,221241,1,0
LINC00529,83647,1,0
LINC00686,140865,1,0
LINC00687,728450,1,0
LINC01548,728409,1,0
LINC01565,23434,1,0
LINC02871,728434,1,0
LINC02910,284756,1,0
LINGO1,84894,1,0
LINGO4,339398,1,0
LITAF,9516,1,1
LMO2,4005,1,0
LONRF2,164832,1,1
LPP,4026,1,0
LRAT,9227,1,0
LRFN3,79414,1,0
LRIG3,121227,1,0
LRIT2,340745,1,0
LRP1,4035,1,0
LRP5L,91355,1,0
LRRC10,376132,1,0
LRRC18,474354,1,0
LRRC55,219527,1,0
LRRC69,100130742,1,0
LRRC8B,23507,1,0
LRRN2,10446,1,0
LSAMP,4045,1,0
LTF,4057,1,1
LY75,4065,1,0
LY86,9450,1,0
LYNX1,66004,1,0
LYRM7,90624,1,0
LYST,1130,1,0
LYZ,4069,1,0
LYZL6,57151,1,0
MAFG,4097,1,0
MAGEA11,4110,1,0
MAGEB10,139422,1,0
MAGED4,728239,1,0
MAGEL2,54551,1,0
MAL,4118,1,0
MAMDC2,256691,1,0
MAML3,55534,1,0
MAN2A2,4122,1,0
MANSC1,54682,1,0
MAP2K5,5607,1,0
MAP3K19,80122,1,0
MAP3K21,84451,1,0
MAPK3,5595,1,1
MARCHF4,57574,1,0
MARCO,8685,1,0
MAS1,4142,1,0
MBD2,8932,1,0
MBNL3,55796,1,0
MCHR1,2847,1,0
MCHR2,84539,1,0
MCM8,84515,1,0
MCMDC2,157777,1,0
MCOLN2,255231,1,0
MCOLN3,55283,1,0
MCTP1,79772,1,0
MCU,90550,1,0
MDGA1,266727,1,0
MDN1,23195,1,0
MECOM,2122,1,0
MED11,400569,1,0
MED12,9968,1,0
MED15,51586,1,0
MED16,10025,1,0
MEDAG,84935,1,0
MEF2C,4208,1,0
MEGF8,1954,1,0
MEN1,4221,1,0
METTL15,196074,1,0
MFAP3L,9848,1,0
MFNG,4242,1,0
MFSD12,126321,1,0
MGAT5,4249,1,0
MICAL2,9645,1,0
MID2,11043,1,0
MIER1,57708,1,0
MIPOL1,145282,1,0
MIR155HG,114614,1,0
MIR21,406991,1,1
MIR30D,407033,1,1
MIR424,494336,1,1
MIR4516,100616258,1,1
MKNK1,8569,1,0
MKRN4P,7682,1,0
MLANA,2315,1,0
MLLT6,4302,1,0
MLNR,2862,1,0
MLPH,79083,1,0
MME,4311,1,0
MMP1,4312,1,0
MMP2,4313,1,1
MMP23A,8511,1,0
MMP7,4316,1,1
MN1,4330,1,0
MOB3C,148932,1,0
MORC1,27136,1,0
MORC4,79710,1,0
MOS,4342,1,0
MOV10,4343,1,0
MPO,4353,1,1
MR1,3140,1,0
MRAS,22808,1,0
MRGPRD,116512,1,0
MRGPRE,116534,1,0
MRGPRG,386746,1,0
MRGPRX2,117194,1,0
MRGPRX4,117196,1,0
MRO,83876,1,0
MROH8,140699,1,0
MRPL10,124995,1,0
MRPL20,55052,1,1
MRPL38,64978,1,0
MRPS10,55173,1,0
MRRF,92399,1,0
MSLN,10232,1,0
MSMO1,6307,1,1
MSR1,4481,1,0
MT1E,4493,1,0
MTARC1,64757,1,0
MTBP,27085,1,0
MTIF3,219402,1,0
MTL-2,179899,1,1
MT-RNR2,17725,1,1
MTTP,4547,1,0
MUC2,4583,1,0
MUC21,394263,1,0
MUC4,4585,1,0
MUCL1,118430,1,0
MX2,4600,1,0
MYEOV,26579,1,0
MYH14,79784,1,0
MYH7B,57644,1,0
MYH8,4626,1,0
MYL1,4632,1,0
MYL12A,10627,1,0
MYL2,4633,1,0
MYO18A,399687,1,0
MYOG,4656,1,0
MYPN,84665,1,0
