Gene Symbol,Gene ID,Interaction Count,Organism Count
EFHD2,79180,1,1
EFNB1,1947,1,1
EIF1B,10289,1,1
EIF3K,27335,1,1
EPRS1,2058,1,1
ERGIC1,57222,1,1
ETFB,2109,1,1
EXOC6,54536,1,1
FBXO22,26263,1,1
FGA,2243,1,1
FKBP3,2287,1,1
FOSB,2354,1,1
FSHB,2488,1,1
FTL,2512,1,1
GABPA,2551,1,1
GALM,130589,1,1
GANAB,23193,1,1
GBA2,57704,1,1
GCLC,2729,1,1
GDNF,2668,1,1
GFAP,2670,1,1
GHITM,27069,1,1
GJA1,2697,1,1
GLO1,2739,1,1
GLS,2744,1,1
GPD1,2819,1,1
GPNMB,10457,1,1
GPT,2875,1,1
GPX4,2879,1,1
GRIA1,2890,1,1
GRIK1,2897,1,1
GRIK3,2899,1,1
GRIK5,2901,1,1
GRIN2A,2903,1,1
GRIN2B,2904,1,1
GRM3,2913,1,1
GSTA3,2940,1,1
GSTA4,2941,1,1
GSTM3,2947,1,1
GSTP1,2950,1,1
H1F3,14957,1,1
H1F5,56702,1,1
H2AZ2,94239,1,1
H2-EB1,14969,1,1
H4C8,8365,1,1
HBB-B1,15129,1,1
HDAC1,3065,1,1
HILPDA,29923,1,1
HNRNPD,3184,1,1
HNRNPDL,9987,1,1
HOMER1,9456,1,1
HOMER3,9454,1,1
HPRT1,3251,1,1
HPX,3263,1,1
HSD17B10,3028,1,1
HSPA1B,3304,1,1
HSPA1L,3305,1,1
IDO1,3620,1,1
IGHG3,3502,1,1
IGKC,3514,1,1
IL12B,3593,1,1
IL2,3558,1,1
IMPA1,3612,1,1
IMPDH1,3614,1,1
INA,9118,1,1
INPP5D,3635,1,1
IPO9,55705,1,1
IST1,9798,1,1
JUNB,3726,1,1
KIF20A,10112,1,1
KIF23,9493,1,1
KIFC1,3833,1,1
KLF6,1316,1,1
KNG1,3827,1,1
LHB,3972,1,1
LMNA,4000,1,1
LMNB1,4001,1,1
LPGAT1,9926,1,1
LPL,4023,1,1
LRFN2,57497,1,1
LRRC14,9684,1,1
LRRK2,120892,1,1
MAG,4099,1,1
MAP2K1,5604,1,1
MAPK9,5601,1,1
MBP,4155,1,1
MEF2C,4208,1,1
METAP1,23173,1,1
MIR302B,442894,1,1
MIR497,574456,1,1
MKI67,4288,1,1
MOG,4340,1,1
MRPL18,29074,1,1
MRPL30,51263,1,1
MRPL37,51253,1,1
MRPL53,116540,1,1
MTOR,2475,1,1
MTTP,4547,1,1
MTX2,10651,1,1
MYL6,4637,1,1
NAV1,89796,1,1
ND4,4538,1,1
NDUFA10,4705,1,1
NEFL,4747,1,1
NME2,4831,1,1
NOP56,10528,1,1
NQO1,1728,1,1
NR1D1,9572,1,1
NR4A2,4929,1,1
NSDHL,50814,1,1
NSFL1C,55968,1,1
NUCKS1,64710,1,1
NUDT4,11163,1,1
OARD1,221443,1,1
OCIAD1,54940,1,1
OCIAD2,132299,1,1
OGG1,4968,1,1
OLFM1,10439,1,1
OPALIN,93377,1,1
P2RY4,5030,1,1
PARP4,143,1,1
PCMT1,5110,1,1
PDCD6,10016,1,1
PDE4A,5141,1,1
PDE4B,5142,1,1
PDE8B,8622,1,1
PDIA3,2923,1,1
PEBP1,5037,1,1
PEX1,5189,1,1
PGAM1,5223,1,1
PHB1,5245,1,1
PICALM,8301,1,1
PLPP6,403313,1,1
PLS3,5358,1,1
PORCN,64840,1,1
PPIA,5478,1,1
PPP2CB,5516,1,1
PRDX5,25824,1,1
PRKCE,5581,1,1
PRKCG,5582,1,1
PRL,5617,1,1
PSIP1,11168,1,1
PSMB1,5689,1,1
PSMB9,5698,1,1
PSMD1,5707,1,1
PSMD13,5719,1,1
PSMD3,5709,1,1
PSMD8,5714,1,1
PSME2,5721,1,1
PTDSS1,9791,1,1
PTGES2,80142,1,1
PTK2B,2185,1,1
RACGAP1,29127,1,1
RAD18,56852,1,1
RAN,5901,1,1
RASA2,5922,1,1
RBMX,27316,1,1
REL,5966,1,1
RET,5979,1,1
RFC3,5983,1,1
RGCC,28984,1,1
RGS2,5997,1,1
RNASEH2B,79621,1,1
RNMT,8731,1,1
RPN1,6184,1,1
RPS12,6206,1,1
RPS24,6229,1,1
RPS6KA2,6196,1,1
S100A11,6282,1,1
S100A4,6275,1,1
SARNP,84324,1,1
SCNN1A,6337,1,1
SCNN1B,6338,1,1
SCNN1D,6339,1,1
SCRN3,79634,1,1
SF1,7536,1,1
SH3BGRL,6451,1,1
SLC20A1,6574,1,1
SLC20A2,6575,1,1
SLC25A19,60386,1,1
SLC6A4,6532,1,1
SLC9A3,6550,1,1
SLC9B2,133308,1,1
SLCO1A4,28250,1,1
SOD2,6648,1,1
SPARCL1,8404,1,1
SPC25,57405,1,1
SPG11,80208,1,1
SRC,6714,1,1
SRCIN1,80725,1,1
SRSF3,6428,1,1
STAT2,6773,1,1
STC2,8614,1,1
STIP1,10963,1,1
STK39,27347,1,1
STMN1,3925,1,1
SULT1A1,6817,1,1
TAGLN,6876,1,1
TCF7,6932,1,1
TFCP2,7024,1,1
TH,7054,1,1
TJP1,7082,1,1
TKT,7086,1,1
TMA7,51372,1,1
TMX4,56255,1,1
TOP2A,7153,1,1
TPI1,7167,1,1
TPM1,7168,1,1
TREM2,54209,1,1
TRPC6,7225,1,1
TRPM2,7226,1,1
TSC22D3,1831,1,1
TTK,7272,1,1
TTR,7276,1,1
TUSC2,11334,1,1
UBE2C,11065,1,1
UCK1,83549,1,1
UGCG,7357,1,1
UHRF1,29128,1,1
UQCRFS1,7386,1,1
VIM,7431,1,1
VPS29,51699,1,1
WARS1,7453,1,1
WNT4,54361,1,1
YWHAE,7531,1,1
YWHAQ,10971,1,1
ZFR,51663,1,1
