Gene Symbol,Gene ID,Interaction Count,Organism Count
AGTR1B,11608,1,1
AKAP1,8165,1,1
AKAP11,11215,1,1
ALDH1A1,216,1,1
ALG2,85365,1,1
ALOX5,240,1,1
ALPP,250,1,1
ANXA1,301,1,1
ANXA2,302,1,0
AOC1,26,1,1
APOM,55937,1,1
ASIC1,41,1,0
ATP1A1,476,1,1
ATP1B1,481,1,1
ATP8B1,5205,1,1
AVPR2,554,1,1
AXIN1,8312,1,1
BAD,572,1,1
BIB,34330,1,1
BTK,695,1,1
CA4,762,1,1
CA-ALPHA1D,34950,1,1
CAC,12285,1,1
CACNA1F,778,1,1
CACNA2D3,55799,1,0
CACNG2,10369,1,1
CACNG4,27092,1,1
CACNG5,27091,1,1
CAMKK2,10645,1,1
CASP12,100506742,1,1
CAV3,859,1,1
CBFB,865,1,1
CCL11,6356,1,1
CCL13,6357,1,1
CCL3,6348,1,1
CCL5,6352,1,1
CCR10,2826,1,1
CCR4,1233,1,1
CCR8,1237,1,1
CCR9,10803,1,1
CDC42,998,1,1
CDC42BPB,9578,1,1
CEBPB,1051,1,1
CERK,64781,1,1
CFB,629,1,1
CFD,1675,1,1
CFL1,1072,1,1
CITED2,10370,1,1
CNNM4,26504,1,1
COL18A1,80781,1,1
COL1A2,1278,1,1
CRP,1401,1,1
CSNK1A1,1452,1,1
CSNK1G3,1456,1,1
CXCR4,7852,1,1
CXCR5,643,1,1
CYP27B1,1594,1,1
DDR1,780,1,1
DRD1,1812,1,1
DRD3,1814,1,1
DUSP1,1843,1,1
EDNRA,1909,1,1
EEF2,1938,1,1
EGFR,1956,1,1
EIF2AK3,9451,1,1
EIF4A2,1974,1,1
EIF4EBP1,1978,1,1
EPHX2,2053,1,1
F10,2159,1,0
F2R,2149,1,1
FGF1,2246,1,1
FGF9,2254,1,1
FGFR1,2260,1,1
FIS1,51024,1,1
FKBP1A,2280,1,1
FURIN,5045,1,1
GATA1,2623,1,1
GC,2638,1,1
GCG,2641,1,1
GIPC3,126326,1,1
GLRX3,10539,1,1
GNA15,2769,1,0
GNAI2,2771,1,1
GRIA1,2890,1,1
GRIA2,2891,1,1
GRK6,2870,1,1
GSK3B,2932,1,1
HCAR2,338442,1,1
HECTD4,283450,1,1
HES1,3280,1,1
HGF,3082,1,1
HMGCS2,3158,1,1
HMOX1,3162,1,1
HNF1A,6927,1,0
HNF4A,3172,1,1
HNRNPD,3184,1,1
HRC,3270,1,0
HSD17B12,51144,1,1
HSPA9,3313,1,1
HTR1A,3350,1,1
HTR2A,3356,1,1
HTR7,3363,1,1
IGFBP2,3485,1,1
IL13,3596,1,1
IL4,3565,1,1
IL6ST,3572,1,1
ILF3,3609,1,1
IQGAP1,8826,1,1
ITIH1,3697,1,1
ITIH2,3698,1,1
ITPR3,3710,1,1
JAK2,3717,1,1
KCNH2,3757,1,1
KHSRP,8570,1,1
KLK1,3816,1,1
KLK8,11202,1,1
LEPR,3953,1,1
LHB,3972,1,1
LIF,3976,1,1
LPR1,2768687,1,1
LYPLA1,10434,1,1
MAP2K2,5605,1,1
MAPK14,1432,1,1
MAPK4,5596,1,1
MARCO,8685,1,1
MCOLN1,57192,1,1
MCU,90550,1,1
MTOR,2475,1,1
MYH7,4625,1,1
MYL2,4633,1,1
MYL3,4634,1,1
MYO1B,4430,1,1
MYO5A,4644,1,1
NCF1,653361,1,1
NDUFS1,4719,1,1
NEDD4,4734,1,1
NEFM,4741,1,1
NEK9,91754,1,1
NF1,4763,1,1
NFE2L2,4780,1,1
NGB,58157,1,1
NHERF4,79849,1,1
NOA1,84273,1,1
NPR1,4881,1,1
NR0B2,8431,1,1
NR1D2,9975,1,1
NUCB2,4925,1,1
OCLN,100506658,1,1
OPRM1,4988,1,1
OR1D2,4991,1,1
P4HB,5034,1,1
PAM,5066,1,1
PARG,8505,1,1
PARP1,142,1,1
PASK,23178,1,1
PAX6,5080,1,1
PAX8,7849,1,1
PCDH19,57526,1,1
PDGFB,5155,1,1
PGP,283871,1,1
PIK3CB,5291,1,1
PIK3CD,5293,1,1
PIP5K1B,8395,1,1
PKLR,5313,1,1
PLSCR1,5359,1,0
PNOC,5368,1,1
POU6F1,5463,1,1
PPP1CA,5499,1,1
PPP1CB,5500,1,1
PPP1R15A,23645,1,1
PRDX6,9588,1,1
PRKCD,5580,1,1
PRKG1,5592,1,1
PRL,5617,1,1
PSEN2,5664,1,0
PTAFR,5724,1,1
PTGDR2,11251,1,1
PTGIR,5739,1,1
PTGS1,5742,1,1
PTH1R,5745,1,1
PTPN12,5782,1,1
RAB7,19349,1,1
RALGDS,5900,1,1
RAP1A,5906,1,1
RAPGEF3,10411,1,1
RBP1,5947,1,1
RGS4,5999,1,1
ROCK1,6093,1,1
RPS3A,6189,1,1
RRAGA,10670,1,1
S100A6,6277,1,1
S100G,795,1,1
SCN9A,6335,1,1
SCT,6343,1,1
SLC12A5,57468,1,1
SLC24A2,25769,1,1
SLC30A1,7779,1,1
SLC5A1,6523,1,1
SLC8A2,6543,1,1
SP120,100123171,1,1
SP7,121340,1,1
SPP2,6694,1,1
SQSTM1,8878,1,1
STAR,6770,1,1
STAT1,6772,1,1
STMN1,3925,1,1
SUGT1,10910,1,1
SYT1,6857,1,1
TACR1,6869,1,0
TAOK1,57551,1,1
TIMM17A,10440,1,1
TJP1,7082,1,1
TNNC1,7134,1,1
TP73,7161,1,1
TRPL,36003,1,1
TXN2,25828,1,1
UBB,7314,1,1
UBE2D2,7322,1,1
UBE2I,7329,1,1
UBTF,7343,1,1
UMOD,7369,1,1
USP15,9958,1,1
USP2,9099,1,1
VDAC1,7416,1,1
VIM,7431,1,1
VIP,7432,1,1
YWHAZ,7534,1,1
